"environment.time","Ca_Concentrations.Ca_i","I_Ca.I_Ca_tot","membrane.I_tot","membrane.V","SR_Ca_Concentrations.Ca_sr","SR_Fluxes.J_SRCarel","SR_Fluxes.Ry_Ro"
 1.01850246902570791e+03, 2.02901089002513897e-04,-1.31449511964808912e-03, 6.53739199323405407e-04,-7.49174406707814882e+01, 4.92398398617924393e-01, 2.21221223989209303e-05, 1.79822348529644454e-06
 1.02000000000000000e+03, 2.02863449102864962e-04,-1.31430457529500247e-03, 6.49836402417086623e-04,-7.49184270870030957e+01, 4.92431707679422292e-01, 2.21230659943278696e-05, 1.79817836007955318e-06
 1.02000088411810714e+03, 2.02863429154341552e-04,-1.31356231662727767e-03, 1.82596916683983035e-03,-7.48742227960212148e+01, 4.92431765777860686e-01, 2.21230682541335070e-05, 1.79817833292192946e-06
 1.02000176823621428e+03, 2.02863409215098262e-04,-1.31283991189570185e-03, 2.99317638280666154e-03,-7.48300195369991883e+01, 4.92431816612975082e-01, 2.21230701766628154e-05, 1.79817830625108838e-06
 1.02000377669371721e+03, 2.02863363968779417e-04,-1.31126741900599838e-03, 5.61422482433587833e-03,-7.47296061830356138e+01, 4.92431913599357729e-01, 2.21230736956589010e-05, 1.79817824835865225e-06
 1.02000578515122015e+03, 2.02863318809250442e-04,-1.30978675511406314e-03, 8.19527486225757329e-03,-7.46291974549278905e+01, 4.92431992332026502e-01, 2.21230763947279881e-05, 1.79817819524690586e-06
 1.02000779360872309e+03, 2.02863273766931907e-04,-1.30840604188926291e-03, 1.07369494855665826e-02,-7.45287936718685700e+01, 4.92432057613612861e-01, 2.21230785167874404e-05, 1.79817814869280215e-06
 1.02001174965189773e+03, 2.02863185502380803e-04,-1.30599199208789973e-03, 1.56350237108209000e-02,-7.43310437093359297e+01, 4.92432166611559863e-01, 2.21230820220876165e-05, 1.79817808311689606e-06
 1.02001570569507237e+03, 2.02863097913041321e-04,-1.30398586865131637e-03, 2.03937852013348353e-02,-7.41333127312242368e+01, 4.92432260327562377e-01, 2.21230852070816703e-05, 1.79817805704607914e-06
 1.02002352792173599e+03, 2.02862926997847268e-04,-1.30124386858210673e-03, 2.94135162807195871e-02,-7.37423960264259506e+01, 4.92432433029085292e-01, 2.21230924203162914e-05, 1.79817814316803653e-06
 1.02003135014839961e+03, 2.02862759303064431e-04,-1.30015609162298352e-03, 3.79241946128877627e-02,-7.33515480119901184e+01, 4.92432603140575520e-01, 2.21231018247744133e-05, 1.79817843060648014e-06
 1.02003917237506323e+03, 2.02862594951925044e-04,-1.30076416180950833e-03, 4.59310326556957305e-02,-7.29607648522589045e+01, 4.92432775483937213e-01, 2.21231139202585463e-05, 1.79817893545578242e-06
 1.02004699460172685e+03, 2.02862433960827529e-04,-1.30311567086470264e-03, 5.34264178856439509e-02,-7.25700424787262790e+01, 4.92432948804203130e-01, 2.21231288036786042e-05, 1.79817966739067810e-06
 1.02005481682839047e+03, 2.02862276296192275e-04,-1.30726154400705652e-03, 6.03890560030979906e-02,-7.21793766937779395e+01, 4.92433121792815343e-01, 2.21231464967612769e-05, 1.79818063245495901e-06
 1.02006263905505409e+03, 2.02862121916066107e-04,-1.31325594981602004e-03, 6.67882769211394500e-02,-7.17887631460230011e+01, 4.92433294337567051e-01, 2.21231670543583546e-05, 1.79818183567477467e-06
 1.02007677716481669e+03, 2.02861851069217712e-04,-1.32907695621950071e-03, 7.68013658394466892e-02,-7.10828694532085450e+01, 4.92433606075987795e-01, 2.21232118034439121e-05, 1.79818463785719042e-06
 1.02010140478802327e+03, 2.02861403955693583e-04,-1.37322969276942701e-03, 8.86260877399533409e-02,-6.98534992205199927e+01, 4.92434149081771189e-01, 2.21233143311533147e-05, 1.79819154779257649e-06
 1.02012603241122986e+03, 2.02860987642117116e-04,-1.44013436814789350e-03, 9.11188975139970159e-02,-6.86242852877963685e+01, 4.92434692068547564e-01, 2.21234496964753139e-05, 1.79820116794394039e-06
 1.02015066003443644e+03, 2.02860601450556804e-04,-1.53259451742240047e-03, 8.02312547276975707e-02,-6.73949455932195036e+01, 4.92435235045420305e-01, 2.21236201950926543e-05, 1.79821368810228017e-06
 1.02017528765764303e+03, 2.02860244810616514e-04,-1.65409845760156808e-03, 4.96084105298244815e-02,-6.61650621238812846e+01, 4.92435777995114454e-01, 2.21238283857918180e-05, 1.79822932058248491e-06
 1.02019991528084961e+03, 2.02859917289951899e-04,-1.80886812269638749e-03,-1.02639863346704052e-02,-6.49340152230064689e+01, 4.92436320913658021e-01, 2.21240771103429118e-05, 1.79824830164980024e-06
 1.02022454290405619e+03, 2.02859618610313206e-04,-2.00196465903987493e-03,-1.13081915410496392e-01,-6.37008931041251500e+01, 4.92436863802045766e-01, 2.21243695409228326e-05, 1.79827089553188480e-06
 1.02024917052726278e+03, 2.02859348663206736e-04,-2.23943669547443805e-03,-2.77904340615725720e-01,-6.24643736463947050e+01, 4.92437406661651478e-01, 2.21247092461108402e-05, 1.79829740003228010e-06
 1.02027379815046936e+03, 2.02859107531249615e-04,-2.52851613441718850e-03,-5.30473521091635924e-01,-6.12225752550050899e+01, 4.92437949493602589e-01, 2.21251002749076764e-05, 1.79832815367522180e-06
 1.02029842577367594e+03, 2.02858895518526997e-04,-2.87787736658135385e-03,-9.04653705137230091e-01,-5.99728738397206058e+01, 4.92438492298915897e-01, 2.21255472618512931e-05, 1.79836354465438812e-06
 1.02032305339688253e+03, 2.02858713192656504e-04,-3.29798656806125096e-03,-1.44398500860266532e+00,-5.87116830968699901e+01, 4.92439035078577225e-01, 2.21260555588299582e-05, 1.79840402207536496e-06
 1.02034768102008911e+03, 2.02858561441508236e-04,-3.80158196221504468e-03,-2.20338750080269463e+00,-5.74341947252528229e+01, 4.92439577833559294e-01, 2.21266314018642793e-05, 1.79845011021285820e-06
 1.02037230864329570e+03, 2.02858441548229906e-04,-4.40434693222424654e-03,-3.25111000149086937e+00,-5.61340734569032449e+01, 4.92440120564830497e-01, 2.21272821246974612e-05, 1.79850242681689057e-06
 1.02039693626650228e+03, 2.02858355289403137e-04,-5.12587027082758283e-03,-4.67109932871797451e+00,-5.48030983310562760e+01, 4.92440663273366497e-01, 2.21280164362671513e-05, 1.79856170696465282e-06
 1.02042156388970886e+03, 2.02858305063036913e-04,-5.99103934387724621e-03,-6.56607390605815766e+00,-5.34307358869439994e+01, 4.92441205960166439e-01, 2.21288447871231651e-05, 1.79862883466325391e-06
 1.02044619151291545e+03, 2.02858294056095190e-04,-7.03209609935313840e-03,-9.06173628094689398e+00,-5.20036220249480436e+01, 4.92441748626273490e-01, 2.21297798623616232e-05, 1.79870488552140602e-06
 1.02047081913612203e+03, 2.02858326466057246e-04,-8.29172734689975419e-03,-1.23127840743838863e+01,-5.05049157234908250e+01, 4.92442291272800592e-01, 2.21308372586866195e-05, 1.79879118559776252e-06
 1.02049544675932862e+03, 2.02858407798815971e-04,-9.82780556852655938e-03,-1.65117266576430062e+01,-4.89134671910673404e+01, 4.92442833900964105e-01, 2.21320364361714704e-05, 1.79888939448903670e-06
 1.02050000000000000e+03, 2.02858428985784194e-04,-1.01526342762546136e-02,-1.74114920579817465e+01,-4.86061666966848378e+01, 4.92442934222084849e-01, 2.21322763790427369e-05, 1.79890908759830435e-06
 1.02050380581878801e+03, 2.02858447858837894e-04,-1.04564781283229494e-02,-1.82093944605422209e+01,-4.85368650411295448e+01, 4.92443018074577576e-01, 2.21324816051159837e-05, 1.79892591703193837e-06
 1.02050761163757602e+03, 2.02858467375917388e-04,-1.07611240480816918e-02,-1.90173205323183296e+01,-4.84644871590925348e+01, 4.92443101926659743e-01, 2.21326909023691913e-05, 1.79894307237078360e-06
 1.02051667459661087e+03, 2.02858515517362158e-04,-1.14902682310225948e-02,-2.09849009120167800e+01,-4.82802447829550161e+01, 4.92443301605631156e-01, 2.21332044624503509e-05, 1.79898515096651602e-06
 1.02052573755564572e+03, 2.02858565440833710e-04,-1.22250704064589388e-02,-2.30166988804731503e+01,-4.80797550059550574e+01, 4.92443501282464779e-01, 2.21337381455357290e-05, 1.79902886891522646e-06
 1.02053480051468057e+03, 2.02858617131527428e-04,-1.29680019814595385e-02,-2.51081558064484476e+01,-4.78612259228681012e+01, 4.92443700956936459e-01, 2.21342937282758821e-05, 1.79907438089347924e-06
 1.02054972707937259e+03, 2.02858706847502447e-04,-1.42176640998404585e-02,-2.86921758024273963e+01,-4.74589412855958415e+01, 4.92444029812490580e-01, 2.21352592327293487e-05, 1.79915349441486799e-06
 1.02056465364406461e+03, 2.02858803510855686e-04,-1.55074177770473109e-02,-3.24623332807857423e+01,-4.70019496929023006e+01, 4.92444358661107806e-01, 2.21362896000713436e-05, 1.79923796261940949e-06
 1.02058838915423894e+03, 2.02858976223991146e-04,-1.76729658108892330e-02,-3.89154496887426760e+01,-4.61543328852908346e+01, 4.92444881565839432e-01, 2.21380698746532136e-05, 1.79938402342423226e-06
 1.02061212466441327e+03, 2.02859179317017998e-04,-2.00290874179816052e-02,-4.60661305759578070e+01,-4.51462299419413995e+01, 4.92445404452352631e-01, 2.21400377071663737e-05, 1.79954566275164701e-06
 1.02063586017458761e+03, 2.02859422586570775e-04,-2.26576142538563972e-02,-5.41343502485830967e+01,-4.39580413722964991e+01, 4.92445927320588839e-01, 2.21422138959342719e-05, 1.79972467136484221e-06
 1.02065959568476194e+03, 2.02859717650220341e-04,-2.56732376490168765e-02,-6.33963350091385962e+01,-4.25642871935215936e+01, 4.92446450170836492e-01, 2.21446261792870484e-05, 1.79992344652797622e-06
 1.02068333119493627e+03, 2.02860078394021085e-04,-2.92368079277718733e-02,-7.41689623307054546e+01,-4.09328567414391955e+01, 4.92446973003786759e-01, 2.21473115804520486e-05, 1.80014519941155667e-06
 1.02070706670511061e+03, 2.02860521967709119e-04,-3.35824387182330625e-02,-8.68281034386501887e+01,-3.90239753685687489e+01, 4.92447495820580672e-01, 2.21503204344479099e-05, 1.80039430933652487e-06
 1.02073080221528494e+03, 2.02861070262333042e-04,-3.90611066797926856e-02,-1.01963333869511587e+02,-3.67875564781729807e+01, 4.92448018622877237e-01, 2.21537226627360551e-05, 1.80067688490822152e-06
 1.02075453772545927e+03, 2.02861752227950646e-04,-4.62088748837099841e-02,-1.20283861461028494e+02,-3.41540830355921941e+01, 4.92448541412961627e-01, 2.21576180104844200e-05, 1.80100168723464938e-06
 1.02077827323563361e+03, 2.02862607532796284e-04,-5.58949744805890200e-02,-1.42374562404212753e+02,-3.10393778250239727e+01, 4.92449064193906327e-01, 2.21621535007095820e-05, 1.80138170891238234e-06
 1.02080200874580794e+03, 2.02863689469790246e-04,-6.95495430754415750e-02,-1.67812906681626686e+02,-2.73641929545935021e+01, 4.92449586969643083e-01, 2.21675457264824429e-05, 1.80183572767944637e-06
 1.02081686662366212e+03, 2.02864511489027810e-04,-8.07941633009482962e-02,-1.84306042688898572e+02,-2.47513220360847583e+01, 4.92449914214550810e-01, 2.21714805230277420e-05, 1.80216860268739551e-06
 1.02083172450151631e+03, 2.02865473195240305e-04,-9.49751554879707388e-02,-1.99207516615979671e+02,-2.19016319665230732e+01, 4.92450241460872573e-01, 2.21759763618705610e-05, 1.80255081522027038e-06
 1.02084658237937049e+03, 2.02866602847491767e-04,-1.12867588200191687e-01,-2.10486834669785850e+02,-1.88576651371407458e+01, 4.92450568710213032e-01, 2.21811887240184379e-05, 1.80299535219027665e-06
 1.02086144025722467e+03, 2.02867933475805518e-04,-1.35244379719138941e-01,-2.16490180907638234e+02,-1.56866149166038031e+01, 4.92450895964280710e-01, 2.21873018947832705e-05, 1.80351876204297279e-06
 1.02087629813507886e+03, 2.02869501209018840e-04,-1.62543246762089977e-01,-2.16689065008191108e+02,-1.24712945801847521e+01, 4.92451223224515955e-01, 2.21945705702532263e-05, 1.80414220901670680e-06
 1.02089115601293304e+03, 2.02871342553660299e-04,-1.94733652399229074e-01,-2.11594467787539031e+02,-9.29092170363554359e+00, 4.92451550491821488e-01, 2.22032749112521768e-05, 1.80488874614585602e-06
 1.02090601389078722e+03, 2.02873491758714947e-04,-2.31353849763429431e-01,-2.02345192407449133e+02,-6.21394362432504188e+00, 4.92451877766250157e-01, 2.22137286603111345e-05, 1.80578386092022680e-06
 1.02092087176864140e+03, 2.02875978125477137e-04,-2.71559007801461416e-01,-1.90264709576542799e+02,-3.29277447604365570e+00, 4.92452205046633174e-01, 2.22262646443139131e-05, 1.80685406718706568e-06
 1.02093572964649559e+03, 2.02878824054457244e-04,-3.14302121271646917e-01,-1.76551168713953899e+02,-5.62113659472333715e-01, 4.92452532330305393e-01, 2.22412118004240681e-05, 1.80812535917840598e-06
 1.02094264057235398e+03, 2.02880275907944504e-04,-3.34838120507742754e-01,-1.69897379317620221e+02, 6.35662782812345672e-01, 4.92452684561712872e-01, 2.22490759641096872e-05, 1.80879279058029512e-06
 1.02094955149821237e+03, 2.02881810955709619e-04,-3.55614605952012386e-01,-1.63174855638545097e+02, 1.78677088916656657e+00, 4.92452836792421578e-01, 2.22575756235569279e-05, 1.80951276211429452e-06
 1.02095646242407076e+03, 2.02883429828041082e-04,-3.76521898303637581e-01,-1.56446385857574796e+02, 2.89127576403811615e+00, 4.92452989021706811e-01, 2.22667381774213257e-05, 1.81028716951016264e-06
 1.02096768375620525e+03, 2.02886235918111322e-04,-4.10530553969454148e-01,-1.45635669162073725e+02, 4.58630825850706980e+00, 4.92453236192579691e-01, 2.22830884150553673e-05, 1.81166515716357633e-06
 1.02097890508833973e+03, 2.02889258628222179e-04,-4.44396660650869357e-01,-1.35114077590176379e+02, 6.16175092717190687e+00, 4.92453483353666677e-01, 2.23013420948684500e-05, 1.81319863036450831e-06
 1.02099693113332364e+03, 2.02894553402764924e-04,-4.98089272390083659e-01,-1.19098998189006210e+02, 8.45234582329073625e+00, 4.92453880363480645e-01, 2.23348601293770990e-05, 1.81600446263555269e-06
 1.02101495717830755e+03, 2.02900365151950505e-04,-5.50622524065937147e-01,-1.04417383520901751e+02, 1.04660463407994229e+01, 4.92454277315257705e-01, 2.23738306109365549e-05, 1.81925435097196553e-06
 1.02103298322329147e+03, 2.02906664176775141e-04,-6.01969451295256697e-01,-9.11789056270011713e+01, 1.22273119562064654e+01, 4.92454674184589880e-01, 2.24184988628423870e-05, 1.82296840589327418e-06
 1.02105100926827538e+03, 2.02913421337485016e-04,-6.52249297677889417e-01,-7.93753175917898091e+01, 1.37621394377168311e+01, 4.92455070943291162e-01, 2.24691891548681988e-05, 1.82717291350991463e-06
 1.02108074416386501e+03, 2.02925497162909974e-04,-7.33455921993428350e-01,-6.28363905389160493e+01, 1.58656360755426515e+01, 4.92455725090678642e-01, 2.25666177150645889e-05, 1.83523276686165600e-06
 1.02111047905945463e+03, 2.02938646334607472e-04,-8.13469344828817054e-01,-4.95058026558215261e+01, 1.75239510976185286e+01, 4.92456378692484598e-01, 2.26821768385387031e-05, 1.84477095686550694e-06
 1.02114021395504426e+03, 2.02952788963756147e-04,-8.93034618850670370e-01,-3.88385931154349677e+01, 1.88273573708967845e+01, 4.92457031565408765e-01, 2.28176730008040066e-05, 1.85593293263677535e-06
 1.02116994885063389e+03, 2.02967855650043545e-04,-9.72726498259183003e-01,-3.03289436460557731e+01, 1.98486342639492861e+01, 4.92457683505926613e-01, 2.29739680005631784e-05, 1.86878936407546467e-06
 1.02119968374622351e+03, 2.02983791101942450e-04,-1.05291474769361115e+00,-2.35585928558428961e+01, 2.06457842932254678e+01, 4.92458334289734900e-01, 2.31526034238751319e-05, 1.88346741577548440e-06
 1.02122941864181314e+03, 2.03000563517404995e-04,-1.13386390588771913e+00,-1.81771227455094113e+01, 2.12636847429647311e+01, 4.92458983669178396e-01, 2.33553324532542663e-05, 1.90011134187810760e-06
 1.02125915353740277e+03, 2.03018158698053735e-04,-1.21560033838986570e+00,-1.39040296452075012e+01, 2.17390354335212663e+01, 4.92459631372546502e-01, 2.35839076105352451e-05, 1.91886383884190402e-06
 1.02128888843299239e+03, 2.03036564857904048e-04,-1.29808208610574138e+00,-1.05079144606532662e+01, 2.21003881522129788e+01, 4.92460277105701505e-01, 2.38398819651134024e-05, 1.93985128015641833e-06
 1.02131862332858202e+03, 2.03055764969821564e-04,-1.38108444099723204e+00,-7.80708288335025458e+00, 2.23716417854975944e+01, 4.92460920551321235e-01, 2.41250274391270511e-05, 1.96321814665235944e-06
 1.02134835822417165e+03, 2.03075739559487316e-04,-1.46445021181397839e+00,-5.65410232150609637e+00, 2.25705964978028177e+01, 4.92461561367580958e-01, 2.44411834534229971e-05, 1.98911462487387949e-06
 1.02137809311976127e+03, 2.03096469712619353e-04,-1.54788992779408940e+00,-3.93504584550486225e+00, 2.27125912270439834e+01, 4.92462199188116234e-01, 2.47901150009347883e-05, 2.01768468931664338e-06
 1.02140782801535090e+03, 2.03117936510522831e-04,-1.63127154718651934e+00,-2.55795791216376767e+00, 2.28082950409340484e+01, 4.92462833623337537e-01, 2.51734379227433065e-05, 2.04906022129353208e-06
 1.02143756291094053e+03, 2.03140120612436525e-04,-1.71430803837009593e+00,-1.45210384678317395e+00, 2.28677164029095614e+01, 4.92463464261283679e-01, 2.55927697698545189e-05, 2.08337356400977059e-06
 1.02146729780653015e+03, 2.03163002404325728e-04,-1.79693528329143404e+00,-5.60244525215542133e-01, 2.28970010593450759e+01, 4.92464090667241727e-01, 2.60498080462627926e-05, 2.12076338068640694e-06
 1.02149703270211978e+03, 2.03186562808803633e-04,-1.87887947100795683e+00, 1.61656829549010617e-01, 2.29029695695395716e+01, 4.92464712384614367e-01, 2.65460909932087120e-05, 2.16135571861020111e-06
 1.02152676759770941e+03, 2.03210782157033911e-04,-1.96016167219008230e+00, 7.49244719463606934e-01, 2.28888543219827767e+01, 4.92465328934600544e-01, 2.70832629175304641e-05, 2.20528480160743624e-06
 1.02155650249329904e+03, 2.03235641299674295e-04,-2.04051322957252612e+00, 1.23000460515070609e+00, 2.28596355562745650e+01, 4.92465939818023501e-01, 2.76626920036309389e-05, 2.25266319661022790e-06
 1.02158623738888866e+03, 2.03261120847106781e-04,-2.12004785792672346e+00, 1.62604810011069256e+00, 2.28165955709020345e+01, 4.92466544513911586e-01, 2.82860866009252427e-05, 2.30363029538808397e-06
 1.02161597228447829e+03, 2.03287203172834805e-04,-2.19848494214478318e+00, 1.95461107276429558e+00, 2.27637192976248848e+01, 4.92467142482369002e-01, 2.89546254711702124e-05, 2.35828361016270358e-06
 1.02164570718006792e+03, 2.03313870395016284e-04,-2.27603653750556001e+00, 2.22931714964375027e+00, 2.27008954109042413e+01, 4.92467733162081756e-01, 2.96700880410540670e-05, 2.41676810566526065e-06
 1.02167544207565754e+03, 2.03341105931237743e-04,-2.35258101394583363e+00, 2.46090180455667928e+00, 2.26303044630375894e+01, 4.92468315972274084e-01, 3.04337001655524367e-05, 2.47918538863522246e-06
 1.02170517697124717e+03, 2.03368895973373071e-04,-2.42801241076449781e+00, 2.65800343734153266e+00, 2.25537457131770296e+01, 4.92468890314427754e-01, 3.12467605059934042e-05, 2.54564213477181090e-06
 1.02173491186683680e+03, 2.03397227249498290e-04,-2.50232713125733763e+00, 2.82743109701382478e+00, 2.24721243701587987e+01, 4.92469455571888204e-01, 3.21106371341088275e-05, 2.61625037001558796e-06
 1.02178229497153677e+03, 2.03443457138671328e-04,-2.61849140771154199e+00, 3.05305367014091988e+00, 2.23331202074900546e+01, 4.92470335969570627e-01, 3.35955163431719809e-05, 2.73761364259193287e-06
 1.02182967807623675e+03, 2.03490972394744361e-04,-2.73201874516864329e+00, 3.23758274826537384e+00, 2.21845344322557239e+01, 4.92471189017711419e-01, 3.52181577816680145e-05, 2.87023714735953820e-06
 1.02187706118093672e+03, 2.03539729439931232e-04,-2.84306388806730670e+00, 3.39194200760554132e+00, 2.20276620117635922e+01, 4.92472011938907717e-01, 3.69838064236262894e-05, 3.01455329737919992e-06
 1.02192444428563670e+03, 2.03589694024776185e-04,-2.95173495754732373e+00, 3.52376705008430280e+00, 2.18637748583897427e+01, 4.92472801843881147e-01, 3.88976612495694744e-05, 3.17099067871223408e-06
 1.02197182739033667e+03, 2.03640837517949166e-04,-3.05812337514050281e+00, 3.63842349484191629e+00, 2.16939852699228766e+01, 4.92473555734467328e-01, 4.09647934386118666e-05, 3.33996772438168873e-06
 1.02201921049503665e+03, 2.03693135001434825e-04,-3.16233606309711979e+00, 3.73964731725595279e+00, 2.15191185310473259e+01, 4.92474270505387612e-01, 4.31902767693514877e-05, 3.52190347682802258e-06
 1.02209055323761629e+03, 2.03774008186565105e-04,-3.31540897359386166e+00, 3.87223122951580212e+00, 2.12475228232665607e+01, 4.92475265802934214e-01, 4.68510307562500274e-05, 3.82120923163597951e-06
 1.02216189598019594e+03, 2.03857392478177531e-04,-3.46424679476920794e+00, 3.98582696895345334e+00, 2.09672264085844979e+01, 4.92476153689745400e-01, 5.08995554332519721e-05, 4.15227230804043223e-06
 1.02223323872277558e+03, 2.03943245626619137e-04,-3.60925182103591835e+00, 4.08383936274755222e+00, 2.06793462322568082e+01, 4.92476922204054646e-01, 5.53530791369426960e-05, 4.51651905895717537e-06
 1.02230458146535523e+03, 2.04031537227560234e-04,-3.75076959828022538e+00, 4.16843183512298054e+00, 2.03848952363188367e+01, 4.92477558841349583e-01, 6.02290009989985613e-05, 4.91539100806412376e-06
 1.02237592420793487e+03, 2.04122244729557415e-04,-3.88909188182100074e+00, 4.24106369383434334e+00, 2.00848192444699407e+01, 4.92478050554682689e-01, 6.55446682785593295e-05, 5.35032682105890101e-06
 1.02244726695051452e+03, 2.04215351465206516e-04,-4.02447226382897760e+00, 4.30276448637785069e+00, 1.97799672649063254e+01, 4.92478383753645721e-01, 7.13175482218054443e-05, 5.82277664212437932e-06
 1.02255462498067504e+03, 2.04359956563991170e-04,-4.22313618988278705e+00, 4.37667396197886216e+00, 1.93138588562544733e+01, 4.92478555127385920e-01, 8.09054365562322434e-05, 6.60767478387770398e-06
 1.02266198301083557e+03, 2.04509940432103004e-04,-4.41625720329327720e+00, 4.42963889680776113e+00, 1.88409798921572325e+01, 4.92478284862641336e-01, 9.16292973876600431e-05, 7.48588951825659515e-06
 1.02276934104099610e+03, 2.04665283996737022e-04,-4.60431013400438083e+00, 4.46341340508775719e+00, 1.83634220823686434e+01, 4.92477519588445101e-01, 1.03549988881391738e-04, 8.46249146582140653e-06
 1.02287669907115662e+03, 2.04825971598065056e-04,-4.78762630948856405e+00, 4.47964442652021511e+00, 1.78831637124238938e+01, 4.92476203072149399e-01, 1.16729026819287459e-04, 9.54261379896826559e-06
 1.02298405710131715e+03, 2.04991986822664128e-04,-4.96642437451075125e+00, 4.47991061932585488e+00, 1.74020438304146836e+01, 4.92474276198510419e-01, 1.31228263719996929e-04, 1.07314256010468361e-05
 1.02309141513147767e+03, 2.05163310589046304e-04,-5.14084453637163374e+00, 4.46571586407810717e+00, 1.69217120305087931e+01, 4.92471676967586369e-01, 1.47109252385863406e-04, 1.20340807878739817e-05
 1.02325618209314416e+03, 2.05436525501014587e-04,-5.40019805955474919e+00, 4.41905842388563563e+00, 1.61893668461540372e+01, 4.92466230434373153e-01, 1.74311802503434546e-04, 1.42666448865975583e-05
 1.02342094905481065e+03, 2.05722105647686569e-04,-5.64948497513805048e+00, 4.34658801410230566e+00, 1.54669164590745787e+01, 4.92458798876820536e-01, 2.05136610536088858e-04, 1.67982460327612527e-05
 1.02358571601647714e+03, 2.06019937926260957e-04,-5.88855922082534899e+00, 4.25283738552502211e+00, 1.47581836727715956e+01, 4.92449118779940798e-01, 2.39801867069686304e-04, 1.96472937458074261e-05
 1.02375048297814362e+03, 2.06329886225581279e-04,-6.11715456278942593e+00, 4.14196186780304654e+00, 1.40663401618242396e+01, 4.92436911176348080e-01, 2.78520037871779046e-04, 2.28317858730321860e-05
 1.02391524993981011e+03, 2.06651795445030750e-04,-6.33496041501854545e+00, 4.01770569533337074e+00, 1.33939325500481399e+01, 4.92421882071495287e-01, 3.21497886997876693e-04, 2.63693096334127522e-05
 1.02408001690147671e+03, 2.06985489148163161e-04,-6.54167525766476565e+00, 3.88338981938422911e+00, 1.27428969912448604e+01, 4.92403723040351071e-01, 3.68931831681159727e-04, 3.02766579840328016e-05
 1.02435224718431186e+03, 2.07562110591382598e-04,-6.85825133638386664e+00, 3.64704463607241003e+00, 1.17176586966539578e+01, 4.92365999230627349e-01, 4.57545729121065347e-04, 3.75840519634163626e-05
 1.02462447746714702e+03, 2.08169417603215888e-04,-7.14299931304284375e+00, 3.40200354568787411e+00, 1.07582514435104279e+01, 4.92317322625968945e-01, 5.59569282429464034e-04, 4.60088796297622286e-05
 1.02489670774998217e+03, 2.08806413634794920e-04,-7.39552164084122765e+00, 3.15670232136124529e+00, 9.86570748329619640e+00, 4.92256083884720974e-01, 6.75653353595388447e-04, 5.56086223688866382e-05
 1.02516893803281732e+03, 2.09472067093243168e-04,-7.61604110087964070e+00, 2.91737688089360425e+00, 9.03917812458687919e+00, 4.92180605911387403e-01, 8.06302570478131483e-04, 6.64291703531167825e-05
 1.02544116831565248e+03, 2.10165423881026936e-04,-7.80538199089235807e+00, 2.68840169246535865e+00, 8.27646655209425930e+00, 4.92089160117935576e-01, 9.51900227985371023e-04, 7.85069587221720009e-05
 1.02571339859848763e+03, 2.10885699599714787e-04,-7.96485008655573612e+00, 2.47264444807210104e+00, 7.57436653672675053e+00, 4.91979979288856006e-01, 1.11275105186301056e-03, 9.18724865591429149e-05
 1.02598562888132278e+03, 2.11632209782580124e-04,-8.09610233614920816e+00, 2.27179332168065251e+00, 6.92900507545871669e+00, 4.91851270152636744e-01, 1.28903164492807118e-03, 1.06546126451216352e-04
 1.02650431525350336e+03, 2.13125481506287550e-04,-8.27503287513493646e+00, 1.93283617071930269e+00, 5.84164584846405965e+00, 4.91545505942794392e-01, 1.66773393275822441e-03, 1.38159048426134958e-04
 1.02702300162568395e+03, 2.14711341132234980e-04,-8.37277316866567567e+00, 1.65013722618314063e+00, 4.91589754688963509e+00, 4.91149867950406827e-01, 2.10243641840712325e-03, 1.74596833324782558e-04
 1.02754168799786453e+03, 2.16392676066159799e-04,-8.40359219505023347e+00, 1.41850329806396047e+00, 4.12303398995795334e+00, 4.90651999367309077e-01, 2.59264065089686311e-03, 2.15883641260590303e-04
 1.02806037437004511e+03, 2.18176137517747779e-04,-8.38075311923689803e+00, 1.23079916761330743e+00, 3.43798136149157596e+00, 4.90039694114893176e-01, 3.13830594968680628e-03, 2.62096365240067214e-04
 1.02857906074222569e+03, 2.20071371050270927e-04,-8.31577925804424112e+00, 1.07981298030403838e+00, 2.84004199584306782e+00, 4.89300873513971835e-01, 3.73940119272105163e-03, 3.13329803058429428e-04
 1.02909774711440627e+03, 2.22091287841581975e-04,-8.21801802323752995e+00, 9.59262808790297683e-01, 2.31216109096573108e+00, 4.88423539881295332e-01, 4.39597156723737018e-03, 3.69707729990738365e-04
 1.02961643348658686e+03, 2.24253154658518708e-04,-8.09477581100810539e+00, 8.63959073159813684e-01, 1.84004124878820208e+00, 4.87395653326347100e-01, 5.10937463166438906e-03, 4.31492110971471875e-04
 1.03013511985876744e+03, 2.26576593704091512e-04,-7.95183944243896157e+00, 7.89486847590717744e-01, 1.41173111073703716e+00, 4.86204958846028656e-01, 5.88185532707990229e-03, 4.99042570391240096e-04
 1.03065380623094802e+03, 2.29080445396125549e-04,-7.79380663731420409e+00, 7.32100260891654919e-01, 1.01750132330692256e+00, 4.84839132543075757e-01, 6.71288024490656731e-03, 5.72507499969507729e-04
 1.03117249260312860e+03, 2.31786370420488980e-04,-7.62417266900621460e+00, 6.88810721364326639e-01, 6.49394214234398581e-01, 4.83286149607568605e-01, 7.60065947195260033e-03, 6.51975996614375069e-04
