"environment.time","Ca_Concentrations.Ca_i","membrane.V","SR_Ca_Concentrations.Ca_sr","SR_Fluxes.J_serca","SR_Fluxes.J_SRleak"
 2.07261642768392882e+01, 1.47272073624893693e-04,-1.56102625622424487e+01, 6.09237640494921240e-01,-3.52175426311333872e-04, 3.25645308236857403e-06
 2.07326968655699098e+01, 1.47272607453149328e-04,-1.39318263502373139e+01, 6.09237726800152091e-01,-3.52173283582674654e-04, 3.25643310187902112e-06
 2.07392294543005313e+01, 1.47273183426905674e-04,-1.22394073119981872e+01, 6.09237813129064110e-01,-3.52170958926868369e-04, 3.25641103196680188e-06
 2.07457620430311529e+01, 1.47273805172116464e-04,-1.05426886464654288e+01, 6.09237899483461409e-01,-3.52168436690689015e-04, 3.25638682944289345e-06
 2.07565699099424847e+01, 1.47274943131363886e-04,-7.74929245989638904e+00, 6.09238042413948966e-01,-3.52163791907321032e-04, 3.25634277983923466e-06
 2.07673777768538166e+01, 1.47276228488426886e-04,-5.00092934587769111e+00, 6.09238185427800505e-01,-3.52158510848806763e-04, 3.25629322375666696e-06
 2.07781856437651484e+01, 1.47277674240947111e-04,-2.32722353559117501e+00, 6.09238328534373208e-01,-3.52152537403922902e-04, 3.25623852697276783e-06
 2.07889935106764803e+01, 1.47279291206916000e-04, 2.48902153709704893e-01, 6.09238471743401067e-01,-3.52145824870764355e-04, 3.25617970410318673e-06
 2.07938889424788442e+01, 1.47280082331115137e-04, 1.37862872552457461e+00, 6.09238536646359186e-01,-3.52142530949968511e-04, 3.25615201527899651e-06
 2.07987843742812082e+01, 1.47280910476446690e-04, 2.48411462107533465e+00, 6.09238601573174665e-01,-3.52139077216939342e-04, 3.25612385858339901e-06
 2.08062217854727827e+01, 1.47282239402704546e-04, 4.11606786227192067e+00, 6.09238700261057531e-01,-3.52133524650217068e-04, 3.25608044731815315e-06
 2.08186367120947651e+01, 1.47284645118674973e-04, 6.70981586930779894e+00, 6.09238865130141916e-01,-3.52123447039356518e-04, 3.25600720381974389e-06
 2.08310516387167475e+01, 1.47287277832169693e-04, 9.13868179570769890e+00, 6.09239030176429885e-01,-3.52112389531721135e-04, 3.25593439991888928e-06
 2.08434665653387299e+01, 1.47290124114792643e-04, 1.14050213831274565e+01, 6.09239195409372103e-01,-3.52100410097578556e-04, 3.25586310087488213e-06
 2.08558814919607123e+01, 1.47293166541199831e-04, 1.35149969430372323e+01, 6.09239360836329791e-01,-3.52087583961934369e-04, 3.25579402186970764e-06
 2.08682964185826947e+01, 1.47296385565262112e-04, 1.54770899824696944e+01, 6.09239526462549863e-01,-3.52073995504787384e-04, 3.25572763729191445e-06
 2.08807113452046771e+01, 1.47299760914798713e-04, 1.73009990948377030e+01, 6.09239692291238311e-01,-3.52059732239899626e-04, 3.25566421147238720e-06
 2.09003488178600705e+01, 1.47305370870176719e-04, 1.99285678072823274e+01, 6.09239955008531675e-01,-3.52036001528760207e-04, 3.25557004926318615e-06
 2.09199862905154639e+01, 1.47311248426924038e-04, 2.22759804257307259e+01, 6.09240218231787312e-01,-3.52011115689787341e-04, 3.25548317120180776e-06
 2.09396237631708573e+01, 1.47317327830783840e-04, 2.43819337215859058e+01, 6.09240481948902568e-01,-3.51985358570276795e-04, 3.25540312716001872e-06
 2.09710453920456850e+01, 1.47327339348136608e-04, 2.73355615872655484e+01, 6.09240904894152391e-01,-3.51942919304866605e-04, 3.25528778398342074e-06
 2.10000000000000000e+01, 1.47336737930768764e-04, 2.96948880522462666e+01, 6.09241295609118549e-01,-3.51903064892942997e-04, 3.25519398476405841e-06
 2.10038781134955741e+01, 1.47338005446358755e-04, 2.97935527820371604e+01, 6.09241348012768857e-01,-3.51897689376174522e-04, 3.25517858017890098e-06
 2.10077562269911482e+01, 1.47339278007395228e-04, 2.98882418197203243e+01, 6.09241400431082769e-01,-3.51892292070841170e-04, 3.25516072301404859e-06
 2.10182554842697726e+01, 1.47342762552602456e-04, 3.01263636035649789e+01, 6.09241542413836434e-01,-3.51877510042904456e-04, 3.25510567856831043e-06
 2.10287547415483971e+01, 1.47346312576685423e-04, 3.03417703728705241e+01, 6.09241684487931812e-01,-3.51862445196900382e-04, 3.25504572726406266e-06
 2.10392539988270215e+01, 1.47349944026368241e-04, 3.05344295227347118e+01, 6.09241826658104446e-01,-3.51847028658670890e-04, 3.25498334539271730e-06
