"environment.time","calcium.Ca_i","calcium.Ca_sr","membrane.V","ryr.J_serca","ryr.J_SRleak"
 1.02369967454470827e+03, 1.35620832117738137e-04, 5.16183203648019950e-01, 1.80960846570291665e+01, 2.57318197609038540e-04, 2.74140368307406842e-06
 1.02395475356934605e+03, 1.36034837727738218e-04, 5.16184916931811122e-01, 1.57436994375131292e+01, 2.59147595523742018e-04, 2.73877441133391518e-06
 1.02435168546382965e+03, 1.36763590697447612e-04, 5.16173506209940292e-01, 1.25911546407449926e+01, 2.62379925317011682e-04, 2.73440746163368175e-06
 1.02474861735831314e+03, 1.37589112786763761e-04, 5.16138824077505109e-01, 1.00018050908091638e+01, 2.66059951685716908e-04, 2.72977354168150635e-06
 1.02514554925279663e+03, 1.38502765006997647e-04, 5.16072784004462215e-01, 7.89841623912730562e+00, 2.70155545746485985e-04, 2.72493788578069168e-06
 1.02554248114728011e+03, 1.39495503206680702e-04, 5.15966306598459989e-01, 6.20045430002974651e+00, 2.74632516545508158e-04, 2.71992336448719264e-06
 1.02593941304176360e+03, 1.40559916462628884e-04, 5.15809621208200952e-01, 4.83354241602062729e+00, 2.79463586437224713e-04, 2.71470163935829890e-06
 1.02633634493624709e+03, 1.41691159346911692e-04, 5.15592527091426001e-01, 3.73232631301845608e+00, 2.84632675169005931e-04, 2.70921582599459493e-06
 1.02673327683073057e+03, 1.42886520897012780e-04, 5.15304620796445456e-01, 2.84112008640203406e+00, 2.90133135518790453e-04, 2.70339930203391905e-06
 1.02713020872521406e+03, 1.44145976373932831e-04, 5.14935493240131437e-01, 2.11403168765809024e+00, 2.95970511271685308e-04, 2.69714335224289104e-06
 1.02752714061969755e+03, 1.45474336032417370e-04, 5.14474717001138226e-01, 1.51482961525249293e+00, 3.02172875624910707e-04, 2.69027903524216520e-06
 1.02792407251418103e+03, 1.46880796363469367e-04, 5.13911558178298478e-01, 1.01564380925700370e+00, 3.08789461715040076e-04, 2.68265883933998170e-06
 1.02832100440866452e+03, 1.48374777116682961e-04, 5.13234794067533695e-01, 5.94589679063693755e-01, 3.15871749132888601e-04, 2.67420962213175610e-06
 1.02871793630314801e+03, 1.49966759892970346e-04, 5.12432855532411358e-01, 2.33843749091120989e-01, 3.23477498700394694e-04, 2.66477823836846095e-06
 1.02911486819763149e+03, 1.51676548625127129e-04, 5.11493564957970492e-01,-8.07202816535218109e-02, 3.31710470828956749e-04, 2.65403899412338360e-06
 1.02951180009211498e+03, 1.53526658598330515e-04, 5.10403434992063421e-01,-3.59832628277512390e-01, 3.40690309763385399e-04, 2.64194821528041042e-06
 1.02990873198659847e+03, 1.55534571644883643e-04, 5.09147354238702388e-01,-6.12509091836712427e-01, 3.50515580432488776e-04, 2.62843575761555463e-06
 1.03030566388108195e+03, 1.57723748150002230e-04, 5.07709214880938675e-01,-8.46050607914238140e-01, 3.61316701545869718e-04, 2.61317066830787121e-06
 1.03070259577556544e+03, 1.60134646599363470e-04, 5.06071193488581539e-01,-1.06555016636932520e+00, 3.73311498139475392e-04, 2.59574051079348540e-06
 1.03109952767004893e+03, 1.62801943036616423e-04, 5.04212864488858381e-01,-1.27549025783466052e+00, 3.86695374913637404e-04, 2.57632490235434281e-06
 1.03149645956453242e+03, 1.65733984728876451e-04, 5.02113151936026791e-01,-1.48259665283227626e+00, 4.01536646837077687e-04, 2.55518592260095598e-06
 1.03175386006977919e+03, 1.67802429413422400e-04, 5.00613063321403762e-01,-1.61738336845972808e+00, 4.12081186735455400e-04, 2.53949047111355392e-06
 1.03191793124410765e+03, 1.69211034878319637e-04, 4.99597248757558232e-01,-1.70305078692067480e+00, 4.19294005793061954e-04, 2.52882688895920336e-06
 1.03208200241843610e+03, 1.70681886125514248e-04, 4.98532697678575609e-01,-1.78914964225645479e+00, 4.26852710235098081e-04, 2.51833639373512028e-06
 1.03224607359276456e+03, 1.72210290477009585e-04, 4.97417908029421429e-01,-1.87616543026674498e+00, 4.34735697889742853e-04, 2.50714766778469461e-06
 1.03236010835891807e+03, 1.73314407295388674e-04, 4.96612958973916885e-01,-1.93704162991347473e+00, 4.40447187692331410e-04, 2.49878061289071156e-06
 1.03247414312507158e+03, 1.74455008015522527e-04, 4.95782690772791634e-01,-1.99827055197460313e+00, 4.46361559249682579e-04, 2.49066539203044021e-06
 1.03258817789122509e+03, 1.75627184056735596e-04, 4.94926568577294057e-01,-2.06019798726993697e+00, 4.52454452879760523e-04, 2.48229671204135328e-06
 1.03270221265737860e+03, 1.76837049023457983e-04, 4.94044433360058821e-01,-2.12265802077611188e+00, 4.58757969559391986e-04, 2.47320513214585894e-06
 1.03281624742353210e+03, 1.78089716294481935e-04, 4.93135833988091077e-01,-2.18564861425256041e+00, 4.65299308207559156e-04, 2.46415819898088007e-06
 1.03293028218968561e+03, 1.79377134087862762e-04, 4.92200123488209407e-01,-2.24954960650588598e+00, 4.72037697182058958e-04, 2.45536664838238197e-06
 1.03304431695583912e+03, 1.80698097297096402e-04, 4.91237218619505145e-01,-2.31427404920119617e+00, 4.78967374825954681e-04, 2.44593401720868202e-06
 1.03315835172199263e+03, 1.82063636425834309e-04, 4.90247189616206502e-01,-2.37952100229474883e+00, 4.86146061474025594e-04, 2.43598232880659338e-06
 1.03327238648814614e+03, 1.83471782599680554e-04, 4.89229590522198721e-01,-2.44565557365534225e+00, 4.93564177032812610e-04, 2.42656074650456852e-06
 1.03334954227975936e+03, 1.84444166033132011e-04, 4.88525302771654846e-01,-2.49101118198188987e+00, 4.98695658804023442e-04, 2.41986822634448793e-06
 1.03342669807137258e+03, 1.85435070647351592e-04, 4.87808316891387650e-01,-2.53678311897875863e+00, 5.03931873044487070e-04, 2.41289303600932451e-06
 1.03350385386298581e+03, 1.86447289386827583e-04, 4.87078669870302794e-01,-2.58295794988598049e+00, 5.09287500754831675e-04, 2.40598509613501923e-06
 1.03358100965459903e+03, 1.87479515925598439e-04, 4.86336367182858831e-01,-2.62955707563803553e+00, 5.14755793006456061e-04, 2.39908562366449404e-06
 1.03365816544621225e+03, 1.88530220185029591e-04, 4.85581429728720593e-01,-2.67660357640050339e+00, 5.20328759625578391e-04, 2.39206987970826189e-06
 1.03373532123782547e+03, 1.89599746749204205e-04, 4.84813899755698441e-01,-2.72411171260082385e+00, 5.26008187113420687e-04, 2.38496316158458881e-06
 1.03381247702943870e+03, 1.90688680081995440e-04, 4.84033840453076458e-01,-2.77208899409308174e+00, 5.31797100323423374e-04, 2.37780983653131838e-06
 1.03394586038845591e+03, 1.92616831083633526e-04, 4.82656058002870370e-01,-2.85615352178357940e+00, 5.42062076418979599e-04, 2.36530838845240789e-06
 1.03407924374747313e+03, 1.94602674837528297e-04, 4.81241714590978475e-01,-2.94166817922982560e+00, 5.52651782867681846e-04, 2.35266478835961896e-06
 1.03421262710649034e+03, 1.96645917521081476e-04, 4.79791565105693596e-01,-3.02866188018958615e+00, 5.63563707774160350e-04, 2.33989980234949697e-06
 1.03443674385906138e+03, 2.00206150861522466e-04, 4.77277201736292456e-01,-3.17822039639553466e+00, 5.82608723290153441e-04, 2.31827052638850809e-06
