"environment.time","calcium.Ca_i","calcium.Ca_sr","membrane.V","ryr.J_serca","ryr.J_SRleak"
 3.02549452792920329e+03, 1.21987932343325587e-04, 3.51554166473166729e-01, 2.63405815160272532e+01, 2.04934362150665860e-04, 2.34040978020414635e-06
 3.02600990060110962e+03, 1.22210423693587116e-04, 3.51567383430247016e-01, 2.36714476398639917e+01, 2.05798948819104784e-04, 2.33924530752589873e-06
 3.02652527327301596e+03, 1.22457748224435938e-04, 3.51576006206971825e-01, 2.12655927557851321e+01, 2.06762077767119171e-04, 2.33799065923449260e-06
 3.02704064594492229e+03, 1.22729327643120775e-04, 3.51578899665395184e-01, 1.91110811047595170e+01, 2.07822089361244482e-04, 2.33665301267517697e-06
 3.02755601861682862e+03, 1.23024187161656161e-04, 3.51574782314136636e-01, 1.71951363263965078e+01, 2.08975809808589676e-04, 2.33524063623149720e-06
 3.02807139128873496e+03, 1.23340966331878741e-04, 3.51562249845233654e-01, 1.55022029236904508e+01, 2.10218569187422264e-04, 2.33376073855854336e-06
 3.02858676396064129e+03, 1.23678166530415167e-04, 3.51539803604811962e-01, 1.40106563972064766e+01, 2.11545147811084303e-04, 2.33221471806818500e-06
 3.02910213663254763e+03, 1.24034500498895609e-04, 3.51505873805978419e-01, 1.26959770246231205e+01, 2.12951138290467824e-04, 2.33059654177586166e-06
 3.02961750930445396e+03, 1.24408906469283213e-04, 3.51458836217807602e-01, 1.15402807173894253e+01, 2.14433003226968373e-04, 2.32889957008743728e-06
 3.03013288197636030e+03, 1.24800059135552003e-04, 3.51397037918758204e-01, 1.05322854273744433e+01, 2.15986139026790041e-04, 2.32712678014326829e-06
 3.03064825464826663e+03, 1.25206736745049808e-04, 3.51318838461083971e-01, 9.65527665622917119e+00, 2.17606313709539482e-04, 2.32526637207193637e-06
 3.03116362732017296e+03, 1.25628716042278256e-04, 3.51222616445422575e-01, 8.88214503867523142e+00, 2.19293239102609012e-04, 2.32328851618212321e-06
 3.03167899999207930e+03, 1.26066169065128768e-04, 3.51106755121803671e-01, 8.19812040154569388e+00, 2.21048212981760404e-04, 2.32118425656006874e-06
 3.03219437266398563e+03, 1.26518650581391843e-04, 3.50969649997081357e-01, 7.60576876237213018e+00, 2.22870075062777323e-04, 2.31895439702587496e-06
 3.03270974533589197e+03, 1.26985998738699359e-04, 3.50809741399798369e-01, 7.09238508726365691e+00, 2.24758794404790463e-04, 2.31657424089135365e-06
 3.03322511800779830e+03, 1.27469276808195135e-04, 3.50625511841612780e-01, 6.63242587509363091e+00, 2.26719294358369557e-04, 2.31401017165567840e-06
 3.03374049067970464e+03, 1.27969574260554495e-04, 3.50415455325697733e-01, 6.21843580882384828e+00, 2.28756673136695083e-04, 2.31125872033490325e-06
