"environment.time","calcium_concentration.Cai","calcium_concentration.CaJSR","calcium_concentration.Cass","calcium_fluxes.J_rel","calcium_fluxes.J_up","membrane.V","non_inactivating_steady_state_potassium_current.i_Kss","sodium_calcium_exchange_current.i_NaCa","sodium_concentration.Nai"
 2.06681462429988301e+01, 1.10995986064286137e-01, 8.16628186972298295e+02, 1.10995026558849033e-01,-1.39808152184650571e-10, 2.11346702997628234e-02,-4.20703040997949600e+01, 1.59560654991822637e+00, 8.63020098840439204e-02, 1.70319602430864797e+04
 2.07046762088986860e+01, 1.10996786129513636e-01, 8.16630878637309024e+02, 1.10995810540080828e-01,-1.37465555663911410e-10, 2.11349606707964301e-02,-4.16906759605916477e+01, 1.61025791773956706e+00, 8.72102700418730115e-02, 1.70319864633687139e+04
 2.07412061747985419e+01, 1.10997606640659663e-01, 8.16633570146319130e+02, 1.10996611185583252e-01,-1.33296482338685812e-10, 2.11352584641186295e-02,-4.12045167120472371e+01, 1.62902891290291651e+00, 8.83781670093493343e-02, 1.70320192565544930e+04
 2.07777361406983978e+01, 1.10998453370297206e-01, 8.16636261499436500e+02, 1.10997433724555769e-01,-1.25803251490398722e-10, 2.11355657749588803e-02,-4.06002653543893786e+01, 1.65236612539662242e+00, 8.98372317100823714e-02, 1.70320593386979854e+04
 2.08142661065982537e+01, 1.10999332816233573e-01, 8.16638952696769252e+02, 1.10998284729664415e-01,-1.12272215156432232e-10, 2.11358849618213142e-02,-3.98649462011152309e+01, 1.68077072931953109e+00, 9.16240184736094310e-02, 1.70321075139213426e+04
 2.08507960724981096e+01, 1.11000252329842966e-01, 8.16641643738425842e+02, 1.10999171647459483e-01,-8.80798469796658359e-11, 2.11362186930756472e-02,-3.89834295596552352e+01, 1.71482704381514650e+00, 9.37824388337381298e-02, 1.70321647201947671e+04
 2.08873260383979655e+01, 1.11001220297521616e-01, 8.16644334624516205e+02, 1.11000102379773508e-01,-4.61425944558242871e-11, 2.11365700128329538e-02,-3.79374382125087735e+01, 1.75524091633816415e+00, 9.63669741171883226e-02, 1.70322320908048241e+04
 2.09238560042978214e+01, 1.11002246408967012e-01, 8.16647025355152778e+02, 1.11001084818737869e-01, 2.28936775915553952e-11, 2.11369424383401200e-02,-3.67047127867968186e+01, 1.80287194183136923e+00, 9.94458871027037589e-02, 1.70323110062975611e+04
 2.09603859701976774e+01, 1.11003342000515690e-01, 8.16649715930450839e+02, 1.11002127267578188e-01, 1.30267308340597204e-10, 2.11373400846258802e-02,-3.52578266207603832e+01, 1.85877923839020909e+00, 1.03105868685758023e-01, 1.70324031681218876e+04
 2.09969159360975333e+01, 1.11004520512669680e-01, 8.16652406350529532e+02, 1.11003239953493843e-01, 2.92461686213326049e-10, 2.11377678306045556e-02,-3.35629132158898784e+01, 1.92427062371579494e+00, 1.07457771156399706e-01, 1.70325106779643211e+04
 2.10334459019973892e+01, 1.11005798085401841e-01, 8.16655096615512093e+02, 1.11004436436339574e-01, 5.39905089097459921e-10, 2.11382315352057863e-02,-3.15784539846130663e+01, 2.00094955291099419e+00, 1.12643463192264912e-01, 1.70326361138111388e+04
 2.10699758678972451e+01, 1.11007194313085672e-01, 8.16657786725526876e+02, 1.11005734235755826e-01, 9.27336588262056655e-10, 2.11387383114678383e-02,-2.92545051061981134e+01, 2.09074534770432097e+00, 1.18843366652607155e-01, 1.70327825796168909e+04
 2.11065058337971010e+01, 1.11008733158123388e-01, 8.16660476680707916e+02, 1.11007155069428251e-01, 1.54832619821146491e-09, 2.11392968582705711e-02,-2.65332997362012399e+01, 2.19589090386972341e+00, 1.26282767987831779e-01, 1.70329536712024928e+04
 2.11430357996969569e+01, 1.11010443950434259e-01, 8.16663166481196299e+02, 1.11008725923560356e-01, 2.56497618470696530e-09, 2.11399178232867177e-02,-2.33531826480130533e+01, 2.31877290419912141e+00, 1.35231718745503771e-01, 1.70331532381123070e+04
 2.11663433183070744e+01, 1.11011640829109845e-01, 8.16664882596250436e+02, 1.11009821295509320e-01, 3.54495089652852700e-09, 2.11403522580722383e-02,-2.10579466915908675e+01, 2.40746877461578013e+00, 1.41867959766801138e-01, 1.70332971052286302e+04
 2.11896508369171919e+01, 1.11012932472578485e-01, 8.16666598648430522e+02, 1.11011004295542642e-01, 4.95035397613961872e-09, 2.11408210941976295e-02,-1.85416986952637082e+01, 2.50471626490742905e+00, 1.49320744218348733e-01, 1.70334547218305270e+04
 2.12129583555273094e+01, 1.11014330732830124e-01, 8.16668314637778167e+02, 1.11012296596097237e-01, 7.02630778555098776e-09, 2.11413286346949503e-02,-1.58011261813183861e+01, 2.61065239853043796e+00, 1.57657139683600400e-01, 1.70336263203578601e+04
 2.12277008745029256e+01, 1.11015275798975174e-01, 8.16669400006421483e+02, 1.11013183132401688e-01, 8.92922311092638594e-09, 2.11416716777384668e-02,-1.39527045465439556e+01, 2.68211704474128565e+00, 1.63413429152796330e-01, 1.70337420395664849e+04
 2.12424433934785419e+01, 1.11016271842870939e-01, 8.16670485349953992e+02, 1.11014142282456707e-01, 1.16003012255373830e-08, 2.11420332274110459e-02,-1.20207716606870445e+01, 2.75682580448357761e+00, 1.69548706352854295e-01, 1.70338629904869958e+04
 2.12571859124541582e+01, 1.11017322190886975e-01, 8.16671570668385698e+02, 1.11015203759216530e-01, 1.55662940416520209e-08, 2.11424144915553329e-02,-1.00131302349698945e+01, 2.83448186311157890e+00, 1.76057026301513375e-01, 1.70339887023495139e+04
 2.12719284314297745e+01, 1.11018430064264248e-01, 8.16672655961724558e+02, 1.11016419659411419e-01, 2.20854464590875416e-08, 2.11428166399127010e-02,-7.94011370489256940e+00, 2.91469114880956770e+00, 1.82923525712814283e-01, 1.70341185487527655e+04
 2.12866709504053908e+01, 1.11019598536027220e-01, 8.16673741229975462e+02, 1.11017912240653313e-01, 3.32394513034226325e-08, 2.11432407884858536e-02,-5.81579240469195646e+00, 2.99691569478763231e+00, 1.90119094818876622e-01, 1.70342516735201971e+04
