environment.time,calcium_concentration.Cai,calcium_concentration.CaJSR,calcium_concentration.Cass,calcium_fluxes.J_rel,calcium_fluxes.J_up,membrane.V,non_inactivating_steady_state_potassium_current.i_Kss,sodium_calcium_exchange_current.i_NaCa,sodium_concentration.Nai,,,,39.56253578,0,0.402386637,0.282421675
5.80E+01,3.34E-01,2.11E+02,1.20E+00,2.33E+01,1.44E-01,-8.32E+01,4.67E-03,-6.92E-02,1.70E+04,,,,,,,
5.85E+01,3.32E-01,2.11E+02,1.15E+00,2.21E+01,1.43E-01,-8.32E+01,4.36E-03,-6.85E-02,1.70E+04,,,,,,,
5.90E+01,3.30E-01,2.12E+02,1.11E+00,2.10E+01,1.42E-01,-8.32E+01,4.12E-03,-6.78E-02,1.70E+04,,,,,,,
5.95E+01,3.28E-01,2.12E+02,1.07E+00,1.99E+01,1.41E-01,-8.32E+01,3.94E-03,-6.72E-02,1.70E+04,,,,,,,
6.03E+01,3.25E-01,2.12E+02,1.01E+00,1.83E+01,1.40E-01,-8.32E+01,3.77E-03,-6.61E-02,1.70E+04,,,,,,,
6.10E+01,3.22E-01,2.13E+02,9.50E-01,1.69E+01,1.38E-01,-8.32E+01,3.72E-03,-6.51E-02,1.70E+04,,,,,,,
6.18E+01,3.19E-01,2.14E+02,8.98E-01,1.55E+01,1.37E-01,-8.32E+01,3.75E-03,-6.41E-02,1.70E+04,,,,,,,
6.26E+01,3.16E-01,2.15E+02,8.47E-01,1.43E+01,1.35E-01,-8.32E+01,3.86E-03,-6.32E-02,1.70E+04,,,,,,,
6.33E+01,3.13E-01,2.16E+02,7.98E-01,1.31E+01,1.34E-01,-8.32E+01,4.03E-03,-6.22E-02,1.70E+04,,,,,,,
6.34E+01,3.13E-01,2.16E+02,7.96E-01,1.30E+01,1.34E-01,-8.32E+01,4.05E-03,-6.21E-02,1.70E+04,,,,,,,
6.35E+01,3.13E-01,2.16E+02,7.94E-01,1.29E+01,1.33E-01,-8.32E+01,4.06E-03,-6.20E-02,1.70E+04,,,,,,,
6.35E+01,3.13E-01,2.16E+02,7.91E-01,1.29E+01,1.33E-01,-8.32E+01,4.08E-03,-6.20E-02,1.70E+04,,,,,,,
6.36E+01,3.13E-01,2.16E+02,7.88E-01,1.28E+01,1.33E-01,-8.32E+01,4.09E-03,-6.19E-02,1.70E+04,,,,,,,
6.36E+01,3.12E-01,2.16E+02,7.85E-01,1.27E+01,1.33E-01,-8.32E+01,4.10E-03,-6.19E-02,1.70E+04,,,,,,,
6.37E+01,3.12E-01,2.16E+02,7.83E-01,1.27E+01,1.33E-01,-8.32E+01,4.12E-03,-6.18E-02,1.70E+04,,,,,,,
6.37E+01,3.12E-01,2.16E+02,7.80E-01,1.26E+01,1.33E-01,-8.32E+01,4.13E-03,-6.17E-02,1.70E+04,,,,,,,
6.38E+01,3.12E-01,2.16E+02,7.77E-01,1.25E+01,1.33E-01,-8.32E+01,4.15E-03,-6.17E-02,1.70E+04,,,,,,,
6.39E+01,3.12E-01,2.16E+02,7.73E-01,1.24E+01,1.33E-01,-8.32E+01,4.17E-03,-6.16E-02,1.70E+04,,,,,,,
6.39E+01,3.11E-01,2.16E+02,7.69E-01,1.23E+01,1.33E-01,-8.32E+01,4.19E-03,-6.15E-02,1.70E+04,,,,,,,
6.42E+01,3.10E-01,2.17E+02,7.54E-01,1.19E+01,1.32E-01,-8.32E+01,4.28E-03,-6.12E-02,1.70E+04,,,,,,,
6.47E+01,3.09E-01,2.18E+02,7.29E-01,1.13E+01,1.31E-01,-8.32E+01,4.45E-03,-6.06E-02,1.70E+04,,,,,,,
6.52E+01,3.07E-01,2.18E+02,7.05E-01,1.07E+01,1.30E-01,-8.32E+01,4.62E-03,-6.00E-02,1.70E+04,,,,,,,
6.60E+01,3.04E-01,2.19E+02,6.71E-01,9.85E+00,1.29E-01,-8.32E+01,4.93E-03,-5.91E-02,1.70E+04,,,,,,,
6.67E+01,3.02E-01,2.21E+02,6.38E-01,9.05E+00,1.28E-01,-8.32E+01,5.25E-03,-5.83E-02,1.70E+04,,,,,,,
6.79E+01,2.98E-01,2.22E+02,5.95E-01,7.98E+00,1.26E-01,-8.32E+01,5.78E-03,-5.70E-02,1.70E+04,,,,,,,
6.97E+01,2.93E-01,2.25E+02,5.36E-01,6.54E+00,1.23E-01,-8.31E+01,6.64E-03,-5.52E-02,1.70E+04,,,,,,,
7.15E+01,2.88E-01,2.29E+02,4.88E-01,5.37E+00,1.20E-01,-8.31E+01,7.53E-03,-5.35E-02,1.70E+04,,,,,,,
7.33E+01,2.83E-01,2.32E+02,4.47E-01,4.41E+00,1.18E-01,-8.31E+01,8.41E-03,-5.19E-02,1.70E+04,,,,,,,
7.52E+01,2.79E-01,2.36E+02,4.13E-01,3.62E+00,1.16E-01,-8.31E+01,9.26E-03,-5.05E-02,1.70E+04,,,,,,,
7.70E+01,2.75E-01,2.39E+02,3.86E-01,2.97E+00,1.13E-01,-8.31E+01,1.01E-02,-4.91E-02,1.70E+04,,,,,,,
7.88E+01,2.72E-01,2.43E+02,3.63E-01,2.44E+00,1.11E-01,-8.30E+01,1.09E-02,-4.79E-02,1.70E+04,,,,,,,
8.06E+01,2.68E-01,2.47E+02,3.44E-01,2.01E+00,1.10E-01,-8.30E+01,1.16E-02,-4.67E-02,1.70E+04,,,,,,,
8.24E+01,2.65E-01,2.51E+02,3.27E-01,1.66E+00,1.08E-01,-8.30E+01,1.23E-02,-4.56E-02,1.70E+04,,,,,,,
8.35E+01,2.63E-01,2.53E+02,3.18E-01,1.47E+00,1.07E-01,-8.30E+01,1.28E-02,-4.49E-02,1.70E+04,,,,,,,
8.47E+01,2.61E-01,2.55E+02,3.10E-01,1.30E+00,1.06E-01,-8.30E+01,1.32E-02,-4.43E-02,1.70E+04,,,,,,,
8.58E+01,2.60E-01,2.58E+02,3.03E-01,1.15E+00,1.05E-01,-8.30E+01,1.36E-02,-4.37E-02,1.70E+04,,,,,,,
8.69E+01,2.58E-01,2.60E+02,2.96E-01,1.02E+00,1.04E-01,-8.30E+01,1.39E-02,-4.31E-02,1.70E+04,,,,,,,
8.87E+01,2.56E-01,2.64E+02,2.87E-01,8.50E-01,1.02E-01,-8.29E+01,1.45E-02,-4.23E-02,1.70E+04,,,,,,,
9.05E+01,2.53E-01,2.68E+02,2.79E-01,7.06E-01,1.01E-01,-8.29E+01,1.50E-02,-4.15E-02,1.70E+04,,,,,,,
9.23E+01,2.51E-01,2.72E+02,2.73E-01,5.87E-01,9.98E-02,-8.29E+01,1.56E-02,-4.07E-02,1.70E+04,,,,,,,
9.55E+01,2.47E-01,2.79E+02,2.63E-01,4.21E-01,9.76E-02,-8.29E+01,1.64E-02,-3.94E-02,1.70E+04,,,,,,,
9.88E+01,2.44E-01,2.86E+02,2.55E-01,3.04E-01,9.57E-02,-8.29E+01,1.72E-02,-3.82E-02,1.70E+04,,,,,,,
1.02E+02,2.41E-01,2.93E+02,2.49E-01,2.22E-01,9.38E-02,-8.29E+01,1.80E-02,-3.71E-02,1.70E+04,,,,,,,
1.05E+02,2.38E-01,3.00E+02,2.44E-01,1.63E-01,9.21E-02,-8.28E+01,1.87E-02,-3.61E-02,1.70E+04,,,,,,,
1.09E+02,2.35E-01,3.07E+02,2.39E-01,1.22E-01,9.05E-02,-8.28E+01,1.93E-02,-3.52E-02,1.70E+04,,,,,,,
1.12E+02,2.32E-01,3.14E+02,2.36E-01,9.20E-02,8.90E-02,-8.28E+01,1.99E-02,-3.43E-02,1.70E+04,,,,,,,
1.15E+02,2.30E-01,3.21E+02,2.33E-01,7.05E-02,8.76E-02,-8.28E+01,2.05E-02,-3.34E-02,1.70E+04,,,,,,,
1.18E+02,2.28E-01,3.28E+02,2.30E-01,5.49E-02,8.63E-02,-8.28E+01,2.10E-02,-3.26E-02,1.70E+04,,,,,,,
1.22E+02,2.25E-01,3.35E+02,2.27E-01,4.35E-02,8.50E-02,-8.28E+01,2.15E-02,-3.19E-02,1.70E+04,,,,,,,
1.25E+02,2.23E-01,3.42E+02,2.24E-01,3.50E-02,8.37E-02,-8.28E+01,2.20E-02,-3.12E-02,1.70E+04,,,,,,,
1.28E+02,2.21E-01,3.49E+02,2.22E-01,2.85E-02,8.25E-02,-8.27E+01,2.25E-02,-3.05E-02,1.70E+04,,,,,,,
1.31E+02,2.19E-01,3.56E+02,2.20E-01,2.36E-02,8.14E-02,-8.27E+01,2.30E-02,-2.98E-02,1.70E+04,,,,,,,
1.35E+02,2.17E-01,3.62E+02,2.18E-01,1.98E-02,8.03E-02,-8.27E+01,2.34E-02,-2.91E-02,1.70E+04,,,,,,,
1.38E+02,2.16E-01,3.69E+02,2.16E-01,1.67E-02,7.91E-02,-8.27E+01,2.38E-02,-2.85E-02,1.70E+04,,,,,,,
1.41E+02,2.14E-01,3.76E+02,2.14E-01,1.43E-02,7.81E-02,-8.27E+01,2.42E-02,-2.79E-02,1.70E+04,,,,,,,
1.45E+02,2.12E-01,3.82E+02,2.13E-01,1.23E-02,7.70E-02,-8.27E+01,2.46E-02,-2.73E-02,1.70E+04,,,,,,,
1.48E+02,2.10E-01,3.89E+02,2.10E-01,1.06E-02,7.60E-02,-8.27E+01,2.50E-02,-2.67E-02,1.70E+04,,,,,,,
1.51E+02,2.09E-01,3.95E+02,2.09E-01,9.23E-03,7.50E-02,-8.27E+01,2.54E-02,-2.61E-02,1.70E+04,,,,,,,
1.53E+02,2.08E-01,3.99E+02,2.08E-01,8.48E-03,7.44E-02,-8.27E+01,2.57E-02,-2.58E-02,1.70E+04,,,,,,,
1.55E+02,2.07E-01,4.03E+02,2.07E-01,7.79E-03,7.38E-02,-8.27E+01,2.59E-02,-2.54E-02,1.70E+04,,,,,,,
1.57E+02,2.06E-01,4.06E+02,2.06E-01,7.38E-03,7.34E-02,-8.26E+01,2.60E-02,-2.52E-02,1.70E+04,,,,,,,
1.58E+02,2.06E-01,4.08E+02,2.06E-01,7.11E-03,7.31E-02,-8.26E+01,2.61E-02,-2.51E-02,1.70E+04,,,,,,,
1.59E+02,2.05E-01,4.09E+02,2.05E-01,6.85E-03,7.29E-02,-8.26E+01,2.62E-02,-2.49E-02,1.70E+04,,,,,,,
1.59E+02,2.05E-01,4.11E+02,2.05E-01,6.60E-03,7.26E-02,-8.26E+01,2.63E-02,-2.48E-02,1.70E+04,,,,,,,
1.60E+02,2.04E-01,4.13E+02,2.05E-01,6.36E-03,7.23E-02,-8.26E+01,2.64E-02,-2.46E-02,1.70E+04,,,,,,,
1.61E+02,2.04E-01,4.15E+02,2.04E-01,6.13E-03,7.21E-02,-8.26E+01,2.65E-02,-2.45E-02,1.70E+04,,,,,,,
1.62E+02,2.04E-01,4.16E+02,2.04E-01,5.98E-03,7.19E-02,-8.26E+01,2.66E-02,-2.44E-02,1.70E+04,,,,,,,
1.63E+02,2.03E-01,4.17E+02,2.04E-01,5.84E-03,7.17E-02,-8.26E+01,2.67E-02,-2.43E-02,1.70E+04,,,,,,,
1.63E+02,2.03E-01,4.18E+02,2.04E-01,5.70E-03,7.16E-02,-8.26E+01,2.67E-02,-2.42E-02,1.70E+04,,,,,,,
1.64E+02,2.03E-01,4.19E+02,2.03E-01,5.57E-03,7.14E-02,-8.26E+01,2.68E-02,-2.41E-02,1.70E+04,,,,,,,
1.64E+02,2.02E-01,4.21E+02,2.02E-01,5.43E-03,7.12E-02,-8.26E+01,2.69E-02,-2.40E-02,1.70E+04,,,,,,,
1.65E+02,2.02E-01,4.21E+02,2.03E-01,5.35E-03,7.11E-02,-8.26E+01,2.69E-02,-2.39E-02,1.70E+04,,,,,,,
1.65E+02,2.02E-01,4.22E+02,2.02E-01,5.26E-03,7.10E-02,-8.26E+01,2.70E-02,-2.39E-02,1.70E+04,,,,,,,
1.66E+02,2.02E-01,4.23E+02,2.02E-01,5.18E-03,7.09E-02,-8.26E+01,2.70E-02,-2.38E-02,1.70E+04,,,,,,,
1.66E+02,2.02E-01,4.24E+02,2.02E-01,5.09E-03,7.08E-02,-8.26E+01,2.70E-02,-2.37E-02,1.70E+04,,,,,,,
1.67E+02,2.02E-01,4.25E+02,2.02E-01,5.01E-03,7.07E-02,-8.26E+01,2.71E-02,-2.37E-02,1.70E+04,,,,,,,
1.67E+02,2.01E-01,4.25E+02,2.01E-01,4.96E-03,7.06E-02,-8.26E+01,2.71E-02,-2.36E-02,1.70E+04,,,,,,,
1.67E+02,2.01E-01,4.26E+02,2.02E-01,4.91E-03,7.05E-02,-8.26E+01,2.71E-02,-2.36E-02,1.70E+04,,,,,,,
1.67E+02,2.01E-01,4.26E+02,2.02E-01,4.85E-03,7.04E-02,-8.26E+01,2.72E-02,-2.35E-02,1.70E+04,,,,,,,
1.68E+02,2.01E-01,4.27E+02,2.01E-01,4.80E-03,7.03E-02,-8.26E+01,2.72E-02,-2.35E-02,1.70E+04,,,,,,,
1.68E+02,2.01E-01,4.27E+02,2.01E-01,4.75E-03,7.03E-02,-8.26E+01,2.72E-02,-2.35E-02,1.70E+04,,,,,,,
1.68E+02,2.01E-01,4.28E+02,2.01E-01,4.70E-03,7.02E-02,-8.26E+01,2.73E-02,-2.34E-02,1.70E+04,,,,,,,
1.69E+02,2.01E-01,4.28E+02,2.01E-01,4.65E-03,7.01E-02,-8.26E+01,2.73E-02,-2.34E-02,1.70E+04,,,,,,,
1.69E+02,2.01E-01,4.29E+02,2.01E-01,4.60E-03,7.00E-02,-8.26E+01,2.73E-02,-2.33E-02,1.70E+04,,,,,,,
1.69E+02,2.00E-01,4.29E+02,2.00E-01,4.55E-03,7.00E-02,-8.26E+01,2.73E-02,-2.33E-02,1.70E+04,,,,,,,
1.69E+02,2.00E-01,4.30E+02,2.01E-01,4.50E-03,6.99E-02,-8.26E+01,2.74E-02,-2.32E-02,1.70E+04,,,,,,,
1.70E+02,2.00E-01,4.30E+02,2.01E-01,4.45E-03,6.98E-02,-8.26E+01,2.74E-02,-2.32E-02,1.70E+04,,,,,,,
1.70E+02,2.00E-01,4.31E+02,2.00E-01,4.40E-03,6.97E-02,-8.26E+01,2.74E-02,-2.32E-02,1.70E+04,,,,,,,
1.70E+02,2.00E-01,4.31E+02,2.00E-01,4.35E-03,6.97E-02,-8.26E+01,2.75E-02,-2.31E-02,1.70E+04,,,,,,,
1.71E+02,2.00E-01,4.32E+02,2.00E-01,4.31E-03,6.96E-02,-8.26E+01,2.75E-02,-2.31E-02,1.70E+04,,,,,,,
1.71E+02,2.00E-01,4.32E+02,2.00E-01,4.26E-03,6.95E-02,-8.26E+01,2.75E-02,-2.30E-02,1.70E+04,,,,,,,
1.71E+02,2.00E-01,4.33E+02,2.00E-01,4.21E-03,6.94E-02,-8.26E+01,2.75E-02,-2.30E-02,1.70E+04,,,,,,,
1.71E+02,1.99E-01,4.33E+02,1.99E-01,4.17E-03,6.94E-02,-8.26E+01,2.76E-02,-2.30E-02,1.70E+04,,,,,,,
1.72E+02,1.99E-01,4.34E+02,1.99E-01,4.14E-03,6.93E-02,-8.26E+01,2.76E-02,-2.29E-02,1.70E+04,,,,,,,
1.72E+02,1.99E-01,4.34E+02,1.99E-01,4.11E-03,6.93E-02,-8.26E+01,2.76E-02,-2.29E-02,1.70E+04,,,,,,,
1.72E+02,1.99E-01,4.34E+02,1.99E-01,4.08E-03,6.92E-02,-8.26E+01,2.76E-02,-2.29E-02,1.70E+04,,,,,,,
1.72E+02,1.99E-01,4.35E+02,1.99E-01,4.05E-03,6.92E-02,-8.26E+01,2.76E-02,-2.28E-02,1.70E+04,,,,,,,
1.72E+02,1.99E-01,4.35E+02,1.99E-01,4.01E-03,6.91E-02,-8.26E+01,2.77E-02,-2.28E-02,1.70E+04,,,,,,,
1.73E+02,1.99E-01,4.36E+02,1.99E-01,3.98E-03,6.91E-02,-8.26E+01,2.77E-02,-2.28E-02,1.70E+04,,,,,,,
1.73E+02,1.99E-01,4.36E+02,1.99E-01,3.95E-03,6.90E-02,-8.26E+01,2.77E-02,-2.28E-02,1.70E+04,,,,,,,
1.73E+02,1.99E-01,4.36E+02,1.99E-01,3.93E-03,6.90E-02,-8.26E+01,2.77E-02,-2.27E-02,1.70E+04,,,,,,,
1.73E+02,1.99E-01,4.37E+02,1.99E-01,3.90E-03,6.89E-02,-8.26E+01,2.77E-02,-2.27E-02,1.70E+04,,,,,,,
1.74E+02,1.98E-01,4.38E+02,1.99E-01,3.81E-03,6.88E-02,-8.26E+01,2.78E-02,-2.26E-02,1.70E+04,,,,,,,
1.74E+02,1.98E-01,4.39E+02,1.98E-01,3.73E-03,6.86E-02,-8.26E+01,2.79E-02,-2.25E-02,1.70E+04,,,,,,,
1.75E+02,1.98E-01,4.40E+02,1.98E-01,3.65E-03,6.85E-02,-8.26E+01,2.79E-02,-2.24E-02,1.70E+04,,,,,,,
1.75E+02,1.98E-01,4.41E+02,1.98E-01,3.58E-03,6.83E-02,-8.26E+01,2.80E-02,-2.24E-02,1.70E+04,,,,,,,
1.76E+02,1.97E-01,4.42E+02,1.98E-01,3.50E-03,6.82E-02,-8.26E+01,2.80E-02,-2.23E-02,1.70E+04,,,,,,,
1.77E+02,1.97E-01,4.43E+02,1.97E-01,3.43E-03,6.80E-02,-8.26E+01,2.81E-02,-2.22E-02,1.70E+04,,,,,,,
1.78E+02,1.96E-01,4.46E+02,1.97E-01,3.19E-03,6.76E-02,-8.26E+01,2.82E-02,-2.19E-02,1.70E+04,,,,,,,
1.80E+02,1.96E-01,4.49E+02,1.96E-01,2.98E-03,6.71E-02,-8.26E+01,2.84E-02,-2.17E-02,1.70E+04,,,,,,,
1.82E+02,1.95E-01,4.53E+02,1.95E-01,2.77E-03,6.66E-02,-8.26E+01,2.86E-02,-2.14E-02,1.70E+04,,,,,,,
1.84E+02,1.94E-01,4.56E+02,1.94E-01,2.58E-03,6.62E-02,-8.26E+01,2.88E-02,-2.12E-02,1.70E+04,,,,,,,
1.88E+02,1.93E-01,4.62E+02,1.93E-01,2.24E-03,6.53E-02,-8.26E+01,2.91E-02,-2.07E-02,1.70E+04,,,,,,,
1.94E+02,1.91E-01,4.72E+02,1.91E-01,1.79E-03,6.39E-02,-8.26E+01,2.96E-02,-1.99E-02,1.70E+04,,,,,,,
2.00E+02,1.88E-01,4.82E+02,1.89E-01,1.44E-03,6.26E-02,-8.25E+01,3.01E-02,-1.92E-02,1.70E+04,,,,,,,
2.05E+02,1.86E-01,4.91E+02,1.86E-01,1.15E-03,6.13E-02,-8.25E+01,3.05E-02,-1.85E-02,1.70E+04,,,,,,,
2.11E+02,1.84E-01,5.00E+02,1.84E-01,9.17E-04,6.01E-02,-8.25E+01,3.10E-02,-1.78E-02,1.70E+04,,,,,,,
2.17E+02,1.83E-01,5.09E+02,1.83E-01,7.32E-04,5.89E-02,-8.25E+01,3.14E-02,-1.72E-02,1.70E+04,,,,,,,
2.23E+02,1.81E-01,5.17E+02,1.81E-01,5.84E-04,5.77E-02,-8.25E+01,3.18E-02,-1.65E-02,1.70E+04,,,,,,,
2.29E+02,1.79E-01,5.26E+02,1.79E-01,4.66E-04,5.66E-02,-8.25E+01,3.22E-02,-1.59E-02,1.70E+04,,,,,,,
2.34E+02,1.77E-01,5.34E+02,1.77E-01,3.71E-04,5.55E-02,-8.25E+01,3.26E-02,-1.54E-02,1.70E+04,,,,,,,
2.40E+02,1.76E-01,5.42E+02,1.76E-01,2.95E-04,5.44E-02,-8.25E+01,3.29E-02,-1.48E-02,1.70E+04,,,,,,,
2.46E+02,1.74E-01,5.49E+02,1.74E-01,2.35E-04,5.34E-02,-8.25E+01,3.33E-02,-1.42E-02,1.70E+04,,,,,,,
2.55E+02,1.72E-01,5.61E+02,1.72E-01,1.66E-04,5.19E-02,-8.25E+01,3.38E-02,-1.34E-02,1.70E+04,,,,,,,
2.64E+02,1.69E-01,5.71E+02,1.69E-01,1.18E-04,5.04E-02,-8.24E+01,3.43E-02,-1.26E-02,1.70E+04,,,,,,,
2.73E+02,1.67E-01,5.82E+02,1.67E-01,8.39E-05,4.90E-02,-8.24E+01,3.47E-02,-1.19E-02,1.70E+04,,,,,,,
2.89E+02,1.63E-01,5.99E+02,1.63E-01,4.74E-05,4.66E-02,-8.24E+01,3.55E-02,-1.07E-02,1.70E+04,,,,,,,
3.05E+02,1.60E-01,6.15E+02,1.60E-01,2.81E-05,4.44E-02,-8.24E+01,3.62E-02,-9.52E-03,1.70E+04,,,,,,,
3.22E+02,1.57E-01,6.29E+02,1.57E-01,1.67E-05,4.24E-02,-8.24E+01,3.68E-02,-8.48E-03,1.70E+04,,,,,,,
3.38E+02,1.54E-01,6.42E+02,1.54E-01,9.62E-06,4.05E-02,-8.24E+01,3.73E-02,-7.51E-03,1.70E+04,,,,,,,
3.54E+02,1.52E-01,6.54E+02,1.52E-01,5.33E-06,3.88E-02,-8.23E+01,3.78E-02,-6.63E-03,1.70E+04,,,,,,,
3.70E+02,1.49E-01,6.65E+02,1.49E-01,2.87E-06,3.72E-02,-8.23E+01,3.82E-02,-5.81E-03,1.70E+04,,,,,,,
3.87E+02,1.47E-01,6.75E+02,1.47E-01,1.55E-06,3.57E-02,-8.23E+01,3.86E-02,-5.06E-03,1.70E+04,,,,,,,
4.03E+02,1.45E-01,6.83E+02,1.45E-01,8.51E-07,3.43E-02,-8.23E+01,3.90E-02,-4.37E-03,1.70E+04,,,,,,,
4.19E+02,1.43E-01,6.91E+02,1.43E-01,4.79E-07,3.30E-02,-8.23E+01,3.93E-02,-3.72E-03,1.70E+04,,,,,,,
4.35E+02,1.41E-01,6.98E+02,1.41E-01,2.72E-07,3.18E-02,-8.23E+01,3.96E-02,-3.13E-03,1.70E+04,,,,,,,
4.52E+02,1.40E-01,7.05E+02,1.40E-01,1.53E-07,3.07E-02,-8.23E+01,3.98E-02,-2.58E-03,1.70E+04,,,,,,,
4.77E+02,1.37E-01,7.14E+02,1.37E-01,6.31E-08,2.91E-02,-8.23E+01,4.02E-02,-1.80E-03,1.70E+04,,,,,,,
5.03E+02,1.35E-01,7.22E+02,1.35E-01,2.45E-08,2.77E-02,-8.23E+01,4.05E-02,-1.11E-03,1.70E+04,,,,,,,
5.28E+02,1.33E-01,7.29E+02,1.33E-01,6.35E-09,2.65E-02,-8.23E+01,4.08E-02,-4.96E-04,1.70E+04,,,,,,,
5.54E+02,1.32E-01,7.35E+02,1.32E-01,-6.65E-10,2.53E-02,-8.23E+01,4.10E-02,5.16E-05,1.70E+04,,,,,,,
5.79E+02,1.30E-01,7.40E+02,1.30E-01,-1.56E-09,2.43E-02,-8.23E+01,4.12E-02,5.39E-04,1.70E+04,,,,,,,
6.05E+02,1.29E-01,7.44E+02,1.29E-01,-6.07E-10,2.34E-02,-8.23E+01,4.14E-02,9.73E-04,1.70E+04,,,,,,,
6.30E+02,1.28E-01,7.48E+02,1.28E-01,-6.61E-11,2.26E-02,-8.22E+01,4.15E-02,1.36E-03,1.70E+04,,,,,,,
6.70E+02,1.26E-01,7.54E+02,1.26E-01,-3.49E-10,2.15E-02,-8.22E+01,4.17E-02,1.88E-03,1.70E+04,,,,,,,
7.10E+02,1.25E-01,7.58E+02,1.25E-01,-7.15E-10,2.06E-02,-8.22E+01,4.19E-02,2.32E-03,1.70E+04,,,,,,,
7.49E+02,1.24E-01,7.62E+02,1.24E-01,-4.56E-10,1.98E-02,-8.22E+01,4.20E-02,2.69E-03,1.70E+04,,,,,,,
7.89E+02,1.23E-01,7.66E+02,1.23E-01,-4.21E-11,1.91E-02,-8.22E+01,4.21E-02,3.00E-03,1.70E+04,,,,,,,
8.29E+02,1.22E-01,7.68E+02,1.22E-01,9.02E-11,1.86E-02,-8.22E+01,4.22E-02,3.26E-03,1.70E+04,,,,,,,
8.69E+02,1.21E-01,7.71E+02,1.21E-01,1.89E-11,1.81E-02,-8.22E+01,4.23E-02,3.47E-03,1.70E+04,,,,,,,
9.34E+02,1.21E-01,7.74E+02,1.21E-01,-1.59E-10,1.75E-02,-8.22E+01,4.23E-02,3.75E-03,1.70E+04,,,,,,,
1.00E+03,1.20E-01,7.77E+02,1.20E-01,-1.47E-10,1.70E-02,-8.22E+01,4.24E-02,3.96E-03,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-8.22E+01,4.24E-02,4.01E-03,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-8.20E+01,5.06E-02,4.36E-03,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-8.18E+01,5.87E-02,4.71E-03,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-8.11E+01,8.62E-02,5.88E-03,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-8.04E+01,1.14E-01,7.06E-03,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-7.97E+01,1.41E-01,8.25E-03,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-7.84E+01,1.89E-01,1.03E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-7.72E+01,2.36E-01,1.24E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-7.53E+01,3.10E-01,1.58E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.11E-10,1.68E-02,-7.34E+01,3.84E-01,1.92E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-7.15E+01,4.58E-01,2.27E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-6.96E+01,5.32E-01,2.62E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-6.77E+01,6.05E-01,2.98E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-6.58E+01,6.79E-01,3.35E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-6.39E+01,7.53E-01,3.72E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-6.20E+01,8.26E-01,4.10E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-6.01E+01,8.99E-01,4.48E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-5.82E+01,9.73E-01,4.88E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-5.63E+01,1.05E+00,5.28E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.10E-10,1.68E-02,-5.44E+01,1.12E+00,5.68E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.09E-10,1.68E-02,-5.25E+01,1.19E+00,6.10E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.09E-10,1.68E-02,-5.06E+01,1.27E+00,6.52E-02,1.70E+04,,,,,,,
1.02E+03,1.20E-01,7.78E+02,1.20E-01,-1.09E-10,1.68E-02,-4.87E+01,1.34E+00,6.95E-02,1.70E+04,,,,,,,
