environment.time,calcium_concentration.Cai,calcium_concentration.CaJSR,calcium_concentration.Cass,calcium_fluxes.J_rel,calcium_fluxes.J_up,membrane.V,non_inactivating_steady_state_potassium_current.i_Kss,sodium_calcium_exchange_current.i_NaCa,sodium_concentration.Nai,,,,39.16683597,0,0.391778304,0.271834143
0.00E+00,1.20E-01,7.42E+02,1.20E-01,-1.75E-10,1.67E-02,-8.22E+01,4.24E-02,4.09E-03,1.70E+04,,,,39.59462652,0.427790552,0.391982759,0.272038598
3.10E-02,1.20E-01,7.42E+02,1.20E-01,-1.75E-10,1.67E-02,-8.22E+01,4.24E-02,4.09E-03,1.70E+04,,,,40.02241707,0.855581104,0.391997014,0.272052853
6.20E-02,1.20E-01,7.42E+02,1.20E-01,-1.74E-10,1.67E-02,-8.22E+01,4.24E-02,4.09E-03,1.70E+04,,,,40.45020763,1.283371656,0.391835622,0.271891461
1.10E-01,1.20E-01,7.42E+02,1.20E-01,-1.74E-10,1.67E-02,-8.22E+01,4.24E-02,4.09E-03,1.70E+04,,,,40.87799818,1.711162208,0.391512235,0.271568074
1.90E-01,1.20E-01,7.42E+02,1.20E-01,-1.74E-10,1.67E-02,-8.22E+01,4.24E-02,4.10E-03,1.70E+04,,,,41.30578873,2.13895276,0.391039646,0.271095484
3.34E-01,1.20E-01,7.42E+02,1.20E-01,-1.73E-10,1.67E-02,-8.22E+01,4.24E-02,4.10E-03,1.70E+04,,,,41.73357928,2.566743313,0.390429832,0.270485671
5.67E-01,1.20E-01,7.42E+02,1.20E-01,-1.71E-10,1.67E-02,-8.22E+01,4.24E-02,4.10E-03,1.70E+04,,,,42.16136983,2.994533865,0.389693985,0.269749824
8.00E-01,1.20E-01,7.42E+02,1.20E-01,-1.69E-10,1.67E-02,-8.22E+01,4.24E-02,4.10E-03,1.70E+04,,,,42.58916039,3.422324417,0.388842516,0.268898355
1.03E+00,1.20E-01,7.42E+02,1.20E-01,-1.68E-10,1.67E-02,-8.22E+01,4.24E-02,4.10E-03,1.70E+04,,,,43.01695094,3.850114969,0.387885091,0.267940929
2.19E+00,1.20E-01,7.42E+02,1.20E-01,-1.60E-10,1.67E-02,-8.22E+01,4.24E-02,4.10E-03,1.70E+04,,,,43.44474149,4.277905521,0.386830664,0.266886502
3.35E+00,1.20E-01,7.42E+02,1.20E-01,-1.53E-10,1.67E-02,-8.22E+01,4.24E-02,4.11E-03,1.70E+04,,,,43.87253204,4.705696073,0.385687528,0.265743366
4.51E+00,1.20E-01,7.42E+02,1.20E-01,-1.46E-10,1.67E-02,-8.22E+01,4.24E-02,4.11E-03,1.70E+04,,,,44.30032259,5.133486625,0.384463354,0.264519192
7.61E+00,1.20E-01,7.43E+02,1.20E-01,-1.28E-10,1.66E-02,-8.22E+01,4.24E-02,4.12E-03,1.70E+04,,,,44.72811315,5.561277177,0.383165232,0.263221071
1.42E+01,1.20E-01,7.43E+02,1.20E-01,-9.76E-11,1.66E-02,-8.22E+01,4.24E-02,4.14E-03,1.70E+04,,,,45.1559037,5.989067729,0.381799719,0.261855557
2.00E+01,1.19E-01,7.43E+02,1.19E-01,-7.67E-11,1.66E-02,-8.22E+01,4.24E-02,4.16E-03,1.70E+04,,,,45.58369425,6.416858281,0.380372864,0.260428703
2.00E+01,1.19E-01,7.43E+02,1.19E-01,-7.67E-11,1.66E-02,-8.20E+01,5.06E-02,4.50E-03,1.70E+04,,,,46.0114848,6.844648833,0.378890265,0.258946103
2.00E+01,1.19E-01,7.43E+02,1.19E-01,-7.67E-11,1.66E-02,-8.18E+01,5.87E-02,4.85E-03,1.70E+04,,,,46.43927535,7.272439386,0.377357097,0.257412936
2.00E+01,1.19E-01,7.43E+02,1.19E-01,-7.67E-11,1.66E-02,-8.11E+01,8.62E-02,6.02E-03,1.70E+04,,,,46.86706591,7.700229938,0.375778163,0.255834002
2.00E+01,1.19E-01,7.43E+02,1.19E-01,-7.67E-11,1.66E-02,-8.04E+01,1.14E-01,7.20E-03,1.70E+04,,,,47.29485646,8.12802049,0.374157911,0.25421375
2.00E+01,1.19E-01,7.43E+02,1.19E-01,-7.66E-11,1.66E-02,-7.97E+01,1.41E-01,8.39E-03,1.70E+04,,,,47.72264701,8.555811042,0.372500476,0.252556315
2.00E+01,1.19E-01,7.43E+02,1.19E-01,-7.66E-11,1.66E-02,-7.84E+01,1.89E-01,1.05E-02,1.70E+04,,,,48.15043756,8.983601594,0.370809726,0.250865565
2.01E+01,1.19E-01,7.43E+02,1.19E-01,-7.65E-11,1.66E-02,-7.72E+01,2.36E-01,1.26E-02,1.70E+04,,,,48.57822812,9.411392146,0.369089279,0.249145117
2.01E+01,1.19E-01,7.43E+02,1.19E-01,-7.65E-11,1.66E-02,-7.53E+01,3.10E-01,1.59E-02,1.70E+04,,,,49.00601867,9.839182698,0.367342525,0.247398364
2.01E+01,1.19E-01,7.43E+02,1.19E-01,-7.64E-11,1.66E-02,-7.34E+01,3.84E-01,1.93E-02,1.70E+04,,,,49.43380922,10.26697325,0.365572662,0.2456285
2.01E+01,1.19E-01,7.43E+02,1.19E-01,-7.63E-11,1.66E-02,-7.15E+01,4.58E-01,2.28E-02,1.70E+04,,,,49.86159977,10.6947638,0.363782717,0.243838556
2.02E+01,1.19E-01,7.43E+02,1.19E-01,-7.62E-11,1.66E-02,-6.96E+01,5.32E-01,2.63E-02,1.70E+04,,,,50.28939032,11.12255435,0.361975559,0.242031398
2.02E+01,1.19E-01,7.43E+02,1.19E-01,-7.62E-11,1.66E-02,-6.77E+01,6.05E-01,2.99E-02,1.70E+04,,,,50.71718088,11.55034491,0.36015391,0.240209748
2.02E+01,1.19E-01,7.43E+02,1.19E-01,-7.61E-11,1.66E-02,-6.58E+01,6.79E-01,3.36E-02,1.70E+04,,,,51.14497143,11.97813546,0.358320382,0.23837622
2.02E+01,1.19E-01,7.43E+02,1.19E-01,-7.60E-11,1.66E-02,-6.39E+01,7.52E-01,3.73E-02,1.70E+04,,,,51.57276198,12.40592601,0.356477483,0.236533322
2.03E+01,1.19E-01,7.43E+02,1.19E-01,-7.59E-11,1.66E-02,-6.20E+01,8.26E-01,4.11E-02,1.70E+04,,,,52.00055253,12.83371656,0.354627617,0.234683456
2.03E+01,1.19E-01,7.43E+02,1.19E-01,-7.59E-11,1.66E-02,-6.01E+01,8.99E-01,4.50E-02,1.70E+04,,,,52.42834308,13.26150711,0.352773062,0.2328289
2.03E+01,1.19E-01,7.43E+02,1.19E-01,-7.58E-11,1.66E-02,-5.82E+01,9.73E-01,4.89E-02,1.70E+04,,,,52.85613364,13.68929767,0.350915974,0.230971813
2.03E+01,1.19E-01,7.43E+02,1.19E-01,-7.57E-11,1.66E-02,-5.63E+01,1.05E+00,5.29E-02,1.70E+04,,,,53.28392419,14.11708822,0.34905842,0.229114259
2.04E+01,1.19E-01,7.43E+02,1.19E-01,-7.56E-11,1.66E-02,-5.44E+01,1.12E+00,5.70E-02,1.70E+04,,,,53.71171474,14.54487877,0.34720243,0.227258268
2.04E+01,1.19E-01,7.43E+02,1.19E-01,-7.56E-11,1.66E-02,-5.25E+01,1.19E+00,6.11E-02,1.70E+04,,,,54.13950529,14.97266932,0.345350003,0.225405841
2.04E+01,1.19E-01,7.43E+02,1.19E-01,-7.55E-11,1.66E-02,-5.06E+01,1.27E+00,6.53E-02,1.70E+04,,,,54.56729584,15.40045988,0.343503014,0.223558853
2.04E+01,1.19E-01,7.43E+02,1.19E-01,-7.54E-11,1.66E-02,-4.87E+01,1.34E+00,6.96E-02,1.70E+04,,,,54.9950864,15.82825043,0.341663116,0.221718954
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.53E-11,1.66E-02,-4.68E+01,1.41E+00,7.40E-02,1.70E+04,,,,55.42287695,16.25604098,0.339831792,0.219887631
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.53E-11,1.66E-02,-4.48E+01,1.49E+00,7.85E-02,1.70E+04,,,,55.8506675,16.68383153,0.338010566,0.218066405
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.52E-11,1.66E-02,-4.37E+01,1.53E+00,8.12E-02,1.70E+04,,,,56.27845805,17.11162208,0.33620112,0.216256959
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.52E-11,1.66E-02,-4.28E+01,1.57E+00,8.34E-02,1.70E+04,,,,56.7062486,17.53941264,0.334405085,0.214460924
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.52E-11,1.66E-02,-4.28E+01,1.57E+00,8.34E-02,1.70E+04,,,,57.13403916,17.96720319,0.332623714,0.212679553
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.52E-11,1.66E-02,-4.28E+01,1.57E+00,8.34E-02,1.70E+04,,,,57.56182971,18.39499374,0.330857676,0.210913515
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.51E-11,1.66E-02,-4.28E+01,1.57E+00,8.34E-02,1.70E+04,,,,57.98962026,18.82278429,0.329107448,0.209163287
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.51E-11,1.66E-02,-4.28E+01,1.57E+00,8.34E-02,1.70E+04,,,,58.41741081,19.25057484,0.327374179,0.207430018
2.05E+01,1.19E-01,7.43E+02,1.19E-01,-7.50E-11,1.66E-02,-4.27E+01,1.57E+00,8.35E-02,1.70E+04,,,,58.84520137,19.6783654,0.325659824,0.205715663
2.06E+01,1.19E-01,7.43E+02,1.19E-01,-7.49E-11,1.66E-02,-4.27E+01,1.57E+00,8.35E-02,1.70E+04,,,,59.27299192,20.10615595,0.323965942,0.204021781
2.06E+01,1.19E-01,7.43E+02,1.19E-01,-7.48E-11,1.66E-02,-4.27E+01,1.57E+00,8.36E-02,1.70E+04,,,,59.70078247,20.5339465,0.322292215,0.202348053
2.06E+01,1.19E-01,7.43E+02,1.19E-01,-7.46E-11,1.66E-02,-4.26E+01,1.57E+00,8.38E-02,1.70E+04,,,,60.12857302,20.96173705,0.320636869,0.200692708
2.06E+01,1.19E-01,7.43E+02,1.19E-01,-7.44E-11,1.66E-02,-4.25E+01,1.58E+00,8.40E-02,1.70E+04,,,,60.55636357,21.3895276,0.318999476,0.199055315
2.06E+01,1.19E-01,7.43E+02,1.19E-01,-7.40E-11,1.66E-02,-4.24E+01,1.58E+00,8.43E-02,1.70E+04,,,,60.98415413,21.81731816,0.317383314,0.197439153
2.07E+01,1.19E-01,7.43E+02,1.19E-01,-7.29E-11,1.66E-02,-4.21E+01,1.59E+00,8.50E-02,1.70E+04,,,,61.41194468,22.24510871,0.315795387,0.195851226
2.07E+01,1.19E-01,7.43E+02,1.19E-01,-7.09E-11,1.66E-02,-4.17E+01,1.61E+00,8.59E-02,1.70E+04,,,,61.45134313,22.28450716,0.315650431,0.195706269
2.07E+01,1.19E-01,7.43E+02,1.19E-01,-6.73E-11,1.66E-02,-4.12E+01,1.63E+00,8.71E-02,1.70E+04,,,,61.47253463,22.30569866,0.315572354,0.195628192
2.08E+01,1.19E-01,7.43E+02,1.19E-01,-6.08E-11,1.66E-02,-4.06E+01,1.65E+00,8.86E-02,1.70E+04,,,,61.49372613,22.32689016,0.315494283,0.195550121
2.08E+01,1.19E-01,7.43E+02,1.19E-01,-4.90E-11,1.66E-02,-3.99E+01,1.68E+00,9.04E-02,1.70E+04,,,,61.51491763,22.34808166,0.315416267,0.195472106
2.09E+01,1.19E-01,7.43E+02,1.19E-01,-2.79E-11,1.66E-02,-3.90E+01,1.71E+00,9.26E-02,1.70E+04,,,,61.53610913,22.36927316,0.315338314,0.195394153
2.09E+01,1.19E-01,7.43E+02,1.19E-01,9.03E-12,1.66E-02,-3.80E+01,1.75E+00,9.52E-02,1.70E+04,,,,61.55730063,22.39046466,0.315260417,0.195316256
2.09E+01,1.19E-01,7.43E+02,1.19E-01,7.00E-11,1.66E-02,-3.68E+01,1.80E+00,9.83E-02,1.70E+04,,,,61.57849213,22.41165616,0.315182576,0.195238414
2.10E+01,1.19E-01,7.43E+02,1.19E-01,1.65E-10,1.66E-02,-3.53E+01,1.86E+00,1.02E-01,1.70E+04,,,,61.61107089,22.44423492,0.315063016,0.195118854
2.10E+01,1.19E-01,7.43E+02,1.19E-01,3.09E-10,1.66E-02,-3.36E+01,1.92E+00,1.06E-01,1.70E+04,,,,61.70598683,22.53915086,0.314715421,0.19477126
2.10E+01,1.19E-01,7.43E+02,1.19E-01,5.29E-10,1.66E-02,-3.17E+01,2.00E+00,1.12E-01,1.70E+04,,,,61.85521942,22.68838346,0.314171134,0.194226972
2.11E+01,1.19E-01,7.43E+02,1.19E-01,8.72E-10,1.66E-02,-2.93E+01,2.09E+00,1.18E-01,1.70E+04,,,,62.09038657,22.9235506,0.313318965,0.193374804
2.11E+01,1.19E-01,7.43E+02,1.19E-01,1.42E-09,1.66E-02,-2.66E+01,2.19E+00,1.25E-01,1.70E+04,,,,62.47426492,23.30742895,0.311942593,0.191998432
2.11E+01,1.19E-01,7.43E+02,1.19E-01,2.33E-09,1.66E-02,-2.35E+01,2.31E+00,1.34E-01,1.70E+04,,,,63.18034681,24.01351084,0.30945883,0.189514669
2.12E+01,1.19E-01,7.43E+02,1.19E-01,3.85E-09,1.66E-02,-1.98E+01,2.46E+00,1.45E-01,1.70E+04,,,,63.88642871,24.71959274,0.307037298,0.187093137
2.12E+01,1.20E-01,7.43E+02,1.19E-01,5.06E-09,1.66E-02,-1.76E+01,2.54E+00,1.52E-01,1.70E+04,,,,64.5925106,25.42567463,0.304678084,0.184733923
2.12E+01,1.20E-01,7.43E+02,1.20E-01,6.78E-09,1.66E-02,-1.53E+01,2.63E+00,1.59E-01,1.70E+04,,,,65.77994102,26.61310505,0.300850267,0.180906106
2.12E+01,1.20E-01,7.43E+02,1.20E-01,9.32E-09,1.66E-02,-1.29E+01,2.72E+00,1.66E-01,1.70E+04,,,,66.96737143,27.80053546,0.297195557,0.177251395
2.13E+01,1.20E-01,7.43E+02,1.20E-01,1.34E-08,1.66E-02,-1.03E+01,2.82E+00,1.75E-01,1.70E+04,,,,68.15480184,28.98796587,0.293710069,0.173765908
2.13E+01,1.20E-01,7.43E+02,1.20E-01,1.75E-08,1.66E-02,-8.67E+00,2.89E+00,1.80E-01,1.70E+04,,,,69.34223225,30.17539628,0.290388494,0.170444333
2.13E+01,1.20E-01,7.43E+02,1.20E-01,2.39E-08,1.66E-02,-6.95E+00,2.95E+00,1.86E-01,1.70E+04,,,,70.52966267,31.3628267,0.287224588,0.167280427
2.13E+01,1.20E-01,7.43E+02,1.20E-01,3.41E-08,1.66E-02,-5.20E+00,3.02E+00,1.92E-01,1.70E+04,,,,71.71709308,32.55025711,0.284211768,0.164267606
2.13E+01,1.20E-01,7.43E+02,1.20E-01,5.17E-08,1.66E-02,-3.44E+00,3.09E+00,1.98E-01,1.70E+04,,,,72.90452349,33.73768752,0.281343487,0.161399326
2.13E+01,1.20E-01,7.43E+02,1.20E-01,8.25E-08,1.66E-02,-1.66E+00,3.16E+00,2.05E-01,1.70E+04,,,,74.8575865,35.69075053,0.276922742,0.156978581
2.13E+01,1.20E-01,7.43E+02,1.20E-01,1.37E-07,1.66E-02,1.14E-01,3.23E+00,2.11E-01,1.70E+04,,,,76.81064951,37.64381354,0.272842687,0.152898525
2.13E+01,1.20E-01,7.43E+02,1.20E-01,2.38E-07,1.66E-02,1.88E+00,3.29E+00,2.18E-01,1.70E+04,,,,78.76371252,39.59687655,0.269068233,0.149124072
2.14E+01,1.20E-01,7.43E+02,1.20E-01,4.24E-07,1.66E-02,3.62E+00,3.36E+00,2.24E-01,1.70E+04,,,,79.87419352,40.70735755,0.267048039,0.147103878
2.14E+01,1.20E-01,7.43E+02,1.20E-01,7.63E-07,1.66E-02,5.32E+00,3.43E+00,2.31E-01,1.70E+04,,,,80.49327542,41.32643945,0.26595949,0.146015329
2.14E+01,1.20E-01,7.43E+02,1.20E-01,1.37E-06,1.66E-02,6.98E+00,3.49E+00,2.37E-01,1.70E+04,,,,81.11235732,41.94552135,0.26489666,0.144952499
2.14E+01,1.20E-01,7.43E+02,1.20E-01,2.42E-06,1.66E-02,8.59E+00,3.56E+00,2.44E-01,1.70E+04,,,,81.73143921,42.56460324,0.263858645,0.143914484
2.14E+01,1.20E-01,7.43E+02,1.20E-01,4.17E-06,1.66E-02,1.01E+01,3.62E+00,2.50E-01,1.70E+04,,,,82.35052111,43.18368514,0.262844627,0.142900466
2.14E+01,1.20E-01,7.43E+02,1.20E-01,7.00E-06,1.66E-02,1.16E+01,3.67E+00,2.56E-01,1.70E+04,,,,82.96960301,43.80276704,0.261853821,0.14190966
2.14E+01,1.20E-01,7.43E+02,1.20E-01,1.14E-05,1.66E-02,1.30E+01,3.73E+00,2.62E-01,1.70E+04,,,,84.34924411,45.18240814,0.259725514,0.139781353
2.14E+01,1.20E-01,7.43E+02,1.20E-01,1.79E-05,1.66E-02,1.44E+01,3.78E+00,2.68E-01,1.70E+04,,,,85.72888522,46.56204925,0.257700744,0.137756582
2.14E+01,1.20E-01,7.43E+02,1.21E-01,2.74E-05,1.66E-02,1.57E+01,3.83E+00,2.73E-01,1.70E+04,,,,87.83272071,48.66588474,0.254795659,0.134851498
2.15E+01,1.20E-01,7.43E+02,1.22E-01,4.06E-05,1.66E-02,1.69E+01,3.88E+00,2.79E-01,1.70E+04,,,,89.93655621,50.76972024,0.252089383,0.132145222
2.15E+01,1.20E-01,7.43E+02,1.23E-01,5.84E-05,1.66E-02,1.80E+01,3.92E+00,2.84E-01,1.70E+04,,,,92.0403917,52.87355573,0.249559924,0.129615763
2.15E+01,1.20E-01,7.43E+02,1.24E-01,8.18E-05,1.66E-02,1.90E+01,3.96E+00,2.88E-01,1.70E+04,,,,94.1442272,54.97739123,0.247187999,0.127243838
2.15E+01,1.20E-01,7.43E+02,1.25E-01,1.12E-04,1.66E-02,2.00E+01,4.00E+00,2.93E-01,1.70E+04,,,,96.24806269,57.08122672,0.244956521,0.12501236
2.15E+01,1.20E-01,7.43E+02,1.27E-01,1.50E-04,1.66E-02,2.09E+01,4.04E+00,2.97E-01,1.70E+04,,,,98.35189818,59.18506221,0.242850194,0.122906033
2.15E+01,1.20E-01,7.43E+02,1.30E-01,1.96E-04,1.66E-02,2.18E+01,4.07E+00,3.01E-01,1.70E+04,,,,100.4557337,61.28889771,0.240855532,0.120911371
2.15E+01,1.20E-01,7.43E+02,1.33E-01,2.53E-04,1.66E-02,2.26E+01,4.10E+00,3.05E-01,1.70E+04,,,,103.7760773,64.60924132,0.237906495,0.117962333
2.16E+01,1.20E-01,7.43E+02,1.39E-01,3.59E-04,1.66E-02,2.36E+01,4.15E+00,3.10E-01,1.70E+04,,,,107.0964209,67.92958493,0.235166912,0.11522275
2.16E+01,1.20E-01,7.43E+02,1.47E-01,4.93E-04,1.66E-02,2.46E+01,4.18E+00,3.15E-01,1.70E+04,,,,110.4167645,71.24992855,0.232604195,0.112660034
2.16E+01,1.20E-01,7.43E+02,1.57E-01,6.59E-04,1.66E-02,2.54E+01,4.22E+00,3.19E-01,1.70E+04,,,,113.7371081,74.57027216,0.230192079,0.110247918
2.16E+01,1.20E-01,7.43E+02,1.69E-01,8.58E-04,1.66E-02,2.62E+01,4.25E+00,3.23E-01,1.70E+04,,,,117.0574517,77.89061577,0.227908824,0.107964663
2.16E+01,1.20E-01,7.43E+02,1.83E-01,1.09E-03,1.66E-02,2.68E+01,4.28E+00,3.26E-01,1.70E+04,,,,120.3777954,81.21095938,0.225735343,0.105791181
2.16E+01,1.20E-01,7.43E+02,2.00E-01,1.37E-03,1.66E-02,2.74E+01,4.30E+00,3.29E-01,1.70E+04,,,,123.698139,84.531303,0.223656815,0.103712654
2.17E+01,1.20E-01,7.43E+02,2.19E-01,1.69E-03,1.66E-02,2.79E+01,4.32E+00,3.31E-01,1.70E+04,,,,126.1443655,86.97752949,0.222180402,0.102236241
2.17E+01,1.20E-01,7.43E+02,2.40E-01,2.05E-03,1.66E-02,2.84E+01,4.34E+00,3.34E-01,1.70E+04,,,,128.590592,89.42375599,0.22074582,0.100801659
2.17E+01,1.20E-01,7.43E+02,2.64E-01,2.46E-03,1.66E-02,2.87E+01,4.35E+00,3.35E-01,1.70E+04,,,,131.0368185,91.86998248,0.219348872,0.09940471
2.17E+01,1.20E-01,7.43E+02,3.08E-01,3.27E-03,1.66E-02,2.93E+01,4.38E+00,3.38E-01,1.70E+04,,,,132.6642157,93.49737976,0.218439451,0.098495289
2.18E+01,1.20E-01,7.43E+02,3.57E-01,4.24E-03,1.66E-02,2.97E+01,4.40E+00,3.40E-01,1.70E+04,,,,134.291613,95.12477703,0.217545061,0.097600899
2.18E+01,1.20E-01,7.43E+02,4.09E-01,5.38E-03,1.67E-02,3.00E+01,4.41E+00,3.42E-01,1.70E+04,,,,135.4286651,96.26182915,0.216928174,0.096984012
2.18E+01,1.20E-01,7.43E+02,4.62E-01,6.70E-03,1.67E-02,3.01E+01,4.42E+00,3.43E-01,1.70E+04,,,,136.2000912,97.0332552,0.216513571,0.09656941
2.19E+01,1.20E-01,7.43E+02,5.16E-01,8.23E-03,1.67E-02,3.03E+01,4.43E+00,3.43E-01,1.70E+04,,,,136.9715172,97.80468124,0.216102143,0.096157982
2.19E+01,1.20E-01,7.43E+02,5.72E-01,9.99E-03,1.67E-02,3.03E+01,4.43E+00,3.43E-01,1.70E+04,,,,137.5196254,98.35278942,0.215811432,0.095867271
2.19E+01,1.20E-01,7.43E+02,6.27E-01,1.20E-02,1.67E-02,3.03E+01,4.43E+00,3.43E-01,1.70E+04,,,,137.9052305,98.73839455,0.215607801,0.095663639
2.19E+01,1.20E-01,7.43E+02,6.82E-01,1.44E-02,1.67E-02,3.02E+01,4.43E+00,3.43E-01,1.70E+04,,,,138.2908356,99.12399967,0.215404948,0.095460786
2.20E+01,1.20E-01,7.43E+02,7.36E-01,1.72E-02,1.67E-02,3.00E+01,4.43E+00,3.42E-01,1.70E+04,,,,138.5535898,99.38675387,0.21526703,0.095322869
2.20E+01,1.20E-01,7.43E+02,7.93E-01,2.05E-02,1.68E-02,2.98E+01,4.42E+00,3.41E-01,1.70E+04,,,,138.7342612,99.56742522,0.215172394,0.095228233
2.20E+01,1.20E-01,7.43E+02,8.28E-01,2.30E-02,1.68E-02,2.97E+01,4.42E+00,3.40E-01,1.70E+04,,,,138.9149325,99.74809657,0.215077976,0.095133815
2.20E+01,1.20E-01,7.43E+02,8.48E-01,2.48E-02,1.68E-02,2.95E+01,4.41E+00,3.40E-01,1.70E+04,,,,139.0390606,99.87222468,0.215013151,0.095068989
2.21E+01,1.20E-01,7.43E+02,8.71E-01,2.68E-02,1.68E-02,2.94E+01,4.41E+00,3.39E-01,1.70E+04,,,,139.1255271,99.95869115,0.21496802,0.095023859
2.21E+01,1.20E-01,7.43E+02,8.94E-01,2.89E-02,1.68E-02,2.93E+01,4.40E+00,3.38E-01,1.70E+04,,,,139.2119936,100.0451576,0.214922969,0.094978808
2.21E+01,1.20E-01,7.43E+02,9.16E-01,3.13E-02,1.68E-02,2.92E+01,4.40E+00,3.38E-01,1.70E+04,,,,139.2749722,100.1081362,0.214890175,0.094946014
2.21E+01,1.20E-01,7.43E+02,9.37E-01,3.38E-02,1.68E-02,2.90E+01,4.40E+00,3.37E-01,1.70E+04,,,,139.3379507,100.1711148,0.214857376,0.094913214
2.21E+01,1.20E-01,7.43E+02,9.59E-01,3.66E-02,1.68E-02,2.89E+01,4.39E+00,3.36E-01,1.70E+04,,,,139.4009293,100.2340933,0.214824614,0.094880453
2.21E+01,1.20E-01,7.43E+02,9.81E-01,3.96E-02,1.68E-02,2.87E+01,4.39E+00,3.35E-01,1.70E+04,,,,139.4639079,100.2970719,0.214791906,0.094847745
2.21E+01,1.20E-01,7.43E+02,1.01E+00,4.38E-02,1.68E-02,2.85E+01,4.38E+00,3.34E-01,1.70E+04,,,,139.5268864,100.3600505,0.2147592,0.094815038
2.22E+01,1.20E-01,7.43E+02,1.04E+00,4.86E-02,1.69E-02,2.83E+01,4.37E+00,3.33E-01,1.70E+04,,,,139.589865,100.423029,0.214726471,0.094782309
2.22E+01,1.20E-01,7.43E+02,1.06E+00,5.39E-02,1.69E-02,2.81E+01,4.36E+00,3.32E-01,1.70E+04,,,,139.6528436,100.4860076,0.214693774,0.094749613
2.22E+01,1.20E-01,7.43E+02,1.09E+00,5.99E-02,1.69E-02,2.79E+01,4.36E+00,3.31E-01,1.70E+04,,,,139.7158221,100.5489862,0.214661144,0.094716982
2.22E+01,1.20E-01,7.43E+02,1.11E+00,6.66E-02,1.69E-02,2.76E+01,4.35E+00,3.30E-01,1.70E+04,,,,139.7788007,100.6119647,0.21462852,0.094684359
2.22E+01,1.20E-01,7.43E+02,1.17E+00,8.58E-02,1.69E-02,2.70E+01,4.33E+00,3.27E-01,1.70E+04,,,,139.8417793,100.6749433,0.214595852,0.094651691
2.23E+01,1.20E-01,7.43E+02,1.23E+00,1.11E-01,1.70E-02,2.64E+01,4.31E+00,3.24E-01,1.70E+04,,,,139.9047579,100.7379219,0.214563203,0.094619042
2.23E+01,1.20E-01,7.43E+02,1.29E+00,1.44E-01,1.70E-02,2.57E+01,4.28E+00,3.20E-01,1.70E+04,,,,139.949597,100.782761,0.214540017,0.094595856
2.24E+01,1.20E-01,7.43E+02,1.35E+00,1.87E-01,1.70E-02,2.50E+01,4.26E+00,3.17E-01,1.70E+04,,,,139.9944361,100.8276002,0.21451684,0.094572678
2.24E+01,1.20E-01,7.43E+02,1.40E+00,2.42E-01,1.71E-02,2.42E+01,4.23E+00,3.13E-01,1.70E+04,,,,140.0405579,100.873722,0.214492981,0.09454882
2.24E+01,1.20E-01,7.43E+02,1.46E+00,3.14E-01,1.71E-02,2.35E+01,4.20E+00,3.09E-01,1.70E+04,,,,140.0866797,100.9198437,0.214469126,0.094524965
2.25E+01,1.21E-01,7.43E+02,1.51E+00,4.06E-01,1.72E-02,2.26E+01,4.17E+00,3.05E-01,1.70E+04,,,,140.1328015,100.9659655,0.214445296,0.094501135
2.25E+01,1.21E-01,7.43E+02,1.55E+00,4.84E-01,1.72E-02,2.21E+01,4.15E+00,3.03E-01,1.70E+04,,,,140.1789233,101.0120873,0.214421483,0.094477322
2.25E+01,1.21E-01,7.43E+02,1.59E+00,5.75E-01,1.72E-02,2.15E+01,4.13E+00,3.00E-01,1.70E+04,,,,140.2250451,101.0582091,0.214397674,0.094453512
2.26E+01,1.21E-01,7.43E+02,1.62E+00,6.83E-01,1.73E-02,2.09E+01,4.11E+00,2.97E-01,1.70E+04,,,,140.2711669,101.1043309,0.21437387,0.094429708
2.26E+01,1.21E-01,7.43E+02,1.66E+00,8.10E-01,1.73E-02,2.03E+01,4.08E+00,2.94E-01,1.70E+04,,,,140.3172887,101.1504527,0.214350078,0.094405917
2.26E+01,1.21E-01,7.43E+02,1.70E+00,9.57E-01,1.73E-02,1.97E+01,4.06E+00,2.91E-01,1.70E+04,,,,140.3634105,101.1965745,0.214326296,0.094382135
2.26E+01,1.21E-01,7.43E+02,1.74E+00,1.13E+00,1.74E-02,1.90E+01,4.04E+00,2.88E-01,1.70E+04,,,,140.4095323,101.2426963,0.214302521,0.09435836
2.27E+01,1.21E-01,7.43E+02,1.78E+00,1.33E+00,1.74E-02,1.84E+01,4.01E+00,2.86E-01,1.70E+04,,,,140.4556541,101.2888181,0.214278757,0.094334595
2.27E+01,1.21E-01,7.43E+02,1.82E+00,1.56E+00,1.74E-02,1.78E+01,3.99E+00,2.83E-01,1.70E+04,,,,140.5017759,101.3349399,0.214255004,0.094310843
2.27E+01,1.21E-01,7.43E+02,1.86E+00,1.83E+00,1.75E-02,1.71E+01,3.97E+00,2.80E-01,1.70E+04,,,,140.5478977,101.3810617,0.21423126,0.094287099
