"environment.time","calcium_concentration.Cai","calcium_concentration.CaJSR","calcium_concentration.Cass","calcium_fluxes.J_rel","calcium_fluxes.J_up","membrane.V","non_inactivating_steady_state_potassium_current.i_Kss","sodium_calcium_exchange_current.i_NaCa","sodium_concentration.Nai"
 3.02249036200914770e+03, 1.21336193867096181e-01, 8.04736079374966380e+02, 1.52350826557704200e+00, 4.67313713605560455e-01, 1.77582625557090798e-02, 2.24628112844894758e+01, 4.16542809001789216e+00, 3.04105811011823823e-01, 1.70426658659658387e+04
 3.02249364672034426e+03, 1.21342872402766491e-01, 8.04735922377294969e+02, 1.52893188526964230e+00, 4.77345672211335836e-01, 1.77625192494273026e-02, 2.23932511842132520e+01, 4.16288151097331749e+00, 3.03775640449317652e-01, 1.70426671454541538e+04
 3.02249693143154082e+03, 1.21349574434194599e-01, 8.04735759456146866e+02, 1.53772240749350853e+00, 4.87517379398327177e-01, 1.77667910427738579e-02, 2.23235159351720895e+01, 4.16032737285574150e+00, 3.03444912172433856e-01, 1.70426684202463512e+04
 3.02250021614273737e+03, 1.21356306048137200e-01, 8.04735590584117176e+02, 1.54136956226944721e+00, 4.97961082548775802e-01, 1.77710818229746340e-02, 2.22536070577962519e+01, 4.15776573369689029e+00, 3.03113634909372265e-01, 1.70426696903479424e+04
 3.02250350085393393e+03, 1.21363051781208681e-01, 8.04735415656323539e+02, 1.54127109745747592e+00, 5.08687541036450530e-01, 1.77753817185167910e-02, 2.21835260662147675e+01, 4.15519665130461924e+00, 3.02781818194286900e-01, 1.70426709557644099e+04
 3.02250678556513049e+03, 1.21369805013545218e-01, 8.04735234445422293e+02, 1.54691870575475932e+00, 5.19552918818596998e-01, 1.77796865033610155e-02, 2.21132744704630646e+01, 4.15262018334987904e+00, 3.02449471169364270e-01, 1.70426722165012179e+04
 3.02251007027632704e+03, 1.21376580449784000e-01, 8.04735046828553664e+02, 1.55534701220663463e+00, 5.30582549486984911e-01, 1.77840055668203947e-02, 2.20428537772347255e+01, 4.15003638739637992e+00, 3.02116602085386377e-01, 1.70426734725638089e+04
 3.02251238943744556e+03, 1.21381384275999371e-01, 8.04734910488413107e+02, 1.55757469719898922e+00, 5.38551359220875492e-01, 1.77870678921723847e-02, 2.19930324171207410e+01, 4.14820772322461728e+00, 3.01881270888580466e-01, 1.70426743565910583e+04
 3.02251470859856408e+03, 1.21386196621816239e-01, 8.04734770880599513e+02, 1.55922643426917551e+00, 5.46644878541686197e-01, 1.77901357088307809e-02, 2.19431280359006244e+01, 4.14637545473557623e+00, 3.01645687002203844e-01, 1.70426752382928134e+04
 3.02251702775968261e+03, 1.21391013528464861e-01, 8.04734627937394180e+02, 1.56261621014081609e+00, 5.54831127910237698e-01, 1.77932064892491193e-02, 2.18931411588105647e+01, 4.14453960201208016e+00, 3.01409853651335047e-01, 1.70426761176709806e+04
 3.02251934692080113e+03, 1.21395838996544478e-01, 8.04734481611917886e+02, 1.56673314188747681e+00, 5.63120394430327686e-01, 1.77962827881670525e-02, 2.18430723105655034e+01, 4.14270018512251070e+00, 3.01173773733205086e-01, 1.70426769947274624e+04
 3.02252166608191965e+03, 1.21400676737859481e-01, 8.04734331867872129e+02, 1.56996840591248299e+00, 5.71534960780341494e-01, 1.77993669760970682e-02, 2.17929220145925093e+01, 4.14085722409061141e+00, 3.00937450144088237e-01, 1.70426778694641616e+04
 3.02252398524303817e+03, 1.21405525257795618e-01, 8.04734178661126748e+02, 1.57262686649334915e+00, 5.80075275130087942e-01, 1.78024580990329279e-02, 2.17426907926487551e+01, 4.13901073888044646e+00, 3.00700885976005639e-01, 1.70426787418829808e+04
 3.02252770688260625e+03, 1.21413325362750166e-01, 8.04733925444504735e+02, 1.57645113578785390e+00, 5.94038979328747940e-01, 1.78074311038290689e-02, 2.16619151560625909e+01, 4.13604030364510677e+00, 3.00320768023753737e-01, 1.70426801370447174e+04
